5.928308897168695694e+04 8.721023797988891493e-05 5.459069073239745121e-05 2.005807767417184306e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308905916926597e+04 8.721022142304314965e-05 5.432324950723751772e-05 1.973327015394981284e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308914665157499e+04 8.721023797988891493e-05 5.507578377373633245e-05 2.112608696061345194e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308923413388402e+04 8.721022142304314965e-05 5.044022058073434708e-05 2.930539900529542595e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308932161619305e+04 8.721023797988891493e-05 5.028918033847890398e-05 2.962592962464890121e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308940909850207e+04 8.721022142304314965e-05 5.652856289549962587e-05 3.150400599837848671e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308949658081110e+04 8.721023797988891493e-05 5.092267133539321919e-05 3.015647196285755539e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308958406312013e+04 8.721022142304314965e-05 5.449120442763984553e-05 2.916667876356989979e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308967154542916e+04 8.721023246094032199e-05 5.400490891890064737e-05 2.867203806116524510e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308975902773818e+04 8.721023246094032199e-05 5.355690072394504210e-05 1.892986494771624198e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308984651004721e+04 8.721023246094032199e-05 5.572253181891383730e-05 1.922072800843133841e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308993399235624e+04 8.721023246094032199e-05 5.168016897923997005e-05 1.926763945535198078e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309002147466526e+04 8.721023246094032199e-05 5.214192711876155796e-05 1.927694735568154386e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309010895697429e+04 8.721023246094032199e-05 5.342724704672547232e-05 1.879723518742232687e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309019643927604e+04 8.721022142304314965e-05 5.317650546435206266e-05 1.958502375721414368e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309028392158507e+04 8.721023797988891493e-05 5.133242922937390919e-05 1.818444759265682764e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309037140390137e+04 8.721023246094032199e-05 5.437256320595867736e-05 1.964003660358819991e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309045888620312e+04 8.721023246094032199e-05 5.575512039660739452e-05 1.943379365726098137e-06 1.000000000000000000e+00 1.000000000000000000e+00
