5.928308897168695694e+04 8.721023797988891493e-05 1.610034147189420796e-04 4.118090559544330227e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308905916926597e+04 8.721022142304314965e-05 1.569158529641259908e-04 3.945787910130253298e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308914665157499e+04 8.721023797988891493e-05 1.686397312086005545e-04 4.323496857503302864e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308923413388402e+04 8.721022142304314965e-05 1.529568664458649970e-04 5.311332554407945899e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308932161619305e+04 8.721023797988891493e-05 1.530446397596700928e-04 5.221746290706234377e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308940909850207e+04 8.721022142304314965e-05 1.611556823282173220e-04 5.884027537594070111e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308949658081110e+04 8.721023797988891493e-05 1.535494060301083828e-04 5.640764031715032946e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308958406312013e+04 8.721022142304314965e-05 1.498520362078389066e-04 5.792716844359239530e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308967154542916e+04 8.721023246094032199e-05 1.509302988279541554e-04 5.560998014929779161e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308975902773818e+04 8.721023246094032199e-05 1.577699934120440728e-04 3.916528916572391802e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308984651004721e+04 8.721023246094032199e-05 1.562614415118728384e-04 3.947448090252399996e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928308993399235624e+04 8.721023246094032199e-05 1.619990923064561173e-04 4.043309879100095416e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309002147466526e+04 8.721023246094032199e-05 1.512548491431279628e-04 3.947943600297365007e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309010895697429e+04 8.721023246094032199e-05 1.570145427997398594e-04 3.821334204039797985e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309019643927604e+04 8.721022142304314965e-05 1.574413871151296917e-04 3.959289351460117992e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309028392158507e+04 8.721023797988891493e-05 1.603402944920899204e-04 3.854847996495041591e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309037140390137e+04 8.721023246094032199e-05 1.616376441198494828e-04 4.113084756831559167e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309045888620312e+04 8.721023246094032199e-05 1.556219705827650032e-04 3.925164739689307170e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309054636850487e+04 8.721022142304314965e-05 1.637738457285993813e-04 3.875567674251831419e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309063385081390e+04 8.721023797988891493e-05 1.598735001621005847e-04 3.866972548612081613e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309072133312293e+04 8.721022142304314965e-05 1.568375360228901395e-04 3.883554030525910764e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309080881543196e+04 8.721023797988891493e-05 1.613996163817157459e-04 3.930036760168767931e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309089629774098e+04 8.721022142304314965e-05 1.629338866607957898e-04 4.040495490104555260e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309098378005001e+04 8.721023797988891493e-05 1.589099300195881078e-04 3.926713757317989573e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309107126235904e+04 8.721022142304314965e-05 1.540793279380128452e-04 4.076162705006244073e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309115874466806e+04 8.721023797988891493e-05 1.611636194347108289e-04 3.900059239755619659e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309124622697709e+04 8.721022142304314965e-05 1.519993485335566360e-04 4.220664928016761014e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309133370928612e+04 8.721023797988891493e-05 1.549238899343401490e-04 3.857347404329665131e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309142119159515e+04 8.721022142304314965e-05 1.652892799400637743e-04 4.023659117266027577e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309150867390417e+04 8.721023246094032199e-05 1.609399588683422015e-04 3.988751222748818754e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309159615620592e+04 8.721023246094032199e-05 1.587252371451027314e-04 3.967138914843503379e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309168363851495e+04 8.721023246094032199e-05 1.596581107158839927e-04 3.775709991730726475e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309177112082398e+04 8.721023246094032199e-05 1.593166151947932236e-04 4.013429504481840476e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309185860312573e+04 8.721022142304314965e-05 1.571083436704938786e-04 4.004784705481675522e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309194608543476e+04 8.721023797988891493e-05 1.513112373244419743e-04 3.845249571416115501e-06 1.000000000000000000e+00 1.000000000000000000e+00
5.928309203356774378e+04 8.721023246094032199e-05 1.579067392252597832e-04 4.023437450496811501e-06 1.000000000000000000e+00 1.000000000000000000e+00
