5.928308919039273314e+04 4.191168851999999874e-05
5.928308954032196925e+04 4.191169384000000025e-05
5.928308989025120536e+04 4.191141909000000034e-05
5.928309024018044147e+04 4.191155786999999766e-05
5.928309059010966303e+04 4.191221976999999694e-05
5.928309094003889186e+04 4.191226872000000192e-05
5.928309128996812797e+04 4.191192689000000009e-05
5.928309163989735680e+04 4.191206568000000062e-05
5.928309198982658563e+04 4.191282195000000066e-05
5.928309233975581446e+04 4.191288705999999988e-05
5.928309268968504330e+04 4.191261314999999879e-05
5.928309303961427213e+04 4.191271404000000033e-05
5.928309338954348641e+04 4.191356806999999924e-05
5.928309373947270069e+04 4.191370020999999788e-05
5.928309408940192225e+04 4.191341075000000200e-05
5.928309443933115108e+04 4.191339826000000095e-05
5.928309478926036536e+04 4.191354878999999876e-05
5.928309513918958692e+04 4.191383441999999747e-05
5.928309548911880847e+04 4.191396533000000076e-05
5.928309583904801548e+04 3.717026660999999863e-05
5.928309618897722248e+04 4.770194921000000190e-06
5.928309653890643676e+04 5.738207534999999664e-07
5.928309688883565104e+04 5.736880006999999870e-07
5.928309723876486532e+04 5.735567986000000106e-07
5.928309758869407960e+04 5.734324228000000315e-07
5.928309793862328661e+04 5.733195647999999684e-07
5.928309828855250089e+04 5.732167299000000217e-07
5.928309863848170062e+04 5.731211134999999491e-07
5.928309898841090035e+04 5.730277447000000040e-07
5.928309933834010735e+04 5.729398927000000176e-07
5.928309968826931436e+04 5.728629184999999551e-07
5.928310003819852136e+04 5.727962476000000088e-07
5.928310038812772109e+04 5.727385139000000197e-07
5.928310073805692809e+04 5.726880667000000454e-07
5.928310108798612055e+04 5.726421176000000508e-07
5.928310143791531300e+04 5.726026932999999657e-07
5.928310178784451273e+04 5.725707510000000222e-07
5.928310213777371246e+04 5.725467996999999493e-07
5.928310248770290491e+04 5.725309730000000410e-07
5.928310283763209736e+04 5.725233841000000091e-07
5.928310318756128254e+04 5.725239474000000514e-07
5.928310353749047499e+04 5.725328350999999877e-07
5.928310388741966744e+04 5.725492555000000274e-07
5.928310423734885262e+04 5.725731421999999507e-07
5.928310458727803780e+04 5.726026423999999610e-07
5.928310493720723025e+04 5.726374812999999510e-07
5.928310528713641543e+04 5.726803395000000307e-07
5.928310563706559333e+04 5.727320547000000518e-07
5.928310598699477850e+04 5.727953352000000025e-07
5.928310633692396368e+04 5.728673411000000315e-07
5.928310668685314886e+04 5.729440573000000051e-07
5.928310703678232676e+04 5.730233646000000289e-07
5.928310738671150466e+04 5.731112742000000337e-07
5.928310773664068256e+04 5.732097400000000451e-07
5.928310808656986046e+04 5.733200704999999923e-07
5.928310843649903836e+04 5.734338411999999674e-07
5.928310878642820899e+04 5.735505769999999729e-07
5.928310913635737961e+04 1.371892098999999933e-05
5.928310948628655751e+04 4.192909023999999993e-05
5.928310983621573541e+04 4.192953833000000055e-05
5.928311018614489876e+04 4.193012816999999720e-05
5.928311053607406211e+04 4.193063607000000197e-05
5.928311088600324001e+04 4.193115235000000198e-05
5.928311123593241064e+04 4.193212292000000224e-05
5.928311158586157399e+04 4.193303920999999956e-05
5.928311193579073006e+04 4.193344044000000257e-05
5.928311228571990068e+04 4.193330770999999734e-05
5.928311263564906403e+04 4.193426572000000116e-05
5.928311298557822738e+04 4.193516620000000149e-05
5.928311333550738345e+04 4.193565995999999689e-05
5.928311368543654680e+04 4.193556909999999891e-05
5.928311403536570288e+04 4.193644715000000321e-05
5.928311438529485895e+04 4.193744720999999757e-05
5.928311473522402230e+04 4.193793672000000318e-05
5.928311508515317837e+04 4.193794507000000234e-05
