5.928308897168695694e+04 5.410038353000000232e-05
5.928308905916926597e+04 5.409937035999999746e-05
5.928308914665157499e+04 5.409833973999999727e-05
5.928308923413388402e+04 5.409731455000000005e-05
5.928308932161619305e+04 5.409619638999999783e-05
5.928308940909850207e+04 5.409503803999999953e-05
5.928308949658081110e+04 5.409387121999999741e-05
5.928308958406312013e+04 5.409263918999999781e-05
5.928308967154542916e+04 5.409147119999999927e-05
5.928308975902773818e+04 5.409025639999999886e-05
5.928308984651004721e+04 5.408909464999999924e-05
5.928308993399235624e+04 5.408792698000000187e-05
5.928309002147466526e+04 5.408677438000000093e-05
5.928309010895697429e+04 5.408571082999999923e-05
5.928309019643927604e+04 5.408472688000000338e-05
5.928309028392158507e+04 5.408388919999999878e-05
5.928309037140390137e+04 5.408305990999999940e-05
5.928309045888620312e+04 5.408217792000000326e-05
5.928309054636850487e+04 5.408128910000000161e-05
5.928309063385081390e+04 5.408033737999999921e-05
5.928309072133312293e+04 5.407933527999999999e-05
5.928309080881543196e+04 5.407830914000000250e-05
5.928309089629774098e+04 5.407725253999999743e-05
5.928309098378005001e+04 5.407618239000000314e-05
5.928309107126235904e+04 5.407507233000000108e-05
5.928309115874466806e+04 5.407393161000000173e-05
5.928309124622697709e+04 5.407280960000000270e-05
5.928309133370928612e+04 5.407178343999999878e-05
5.928309142119159515e+04 5.407074749999999709e-05
5.928309150867390417e+04 5.406974642999999673e-05
5.928309159615620592e+04 5.406886440000000128e-05
5.928309168363851495e+04 5.406819624999999988e-05
5.928309177112082398e+04 5.406747707999999932e-05
5.928309185860312573e+04 5.406674849999999787e-05
5.928309194608543476e+04 5.406596944999999779e-05
5.928309203356774378e+04 5.406513232999999690e-05
5.928309212105005281e+04 5.406428040000000180e-05
5.928309220853235456e+04 5.406336505999999797e-05
5.928309229601465631e+04 5.406241743999999817e-05
5.928309238349696534e+04 5.406145148000000172e-05
5.928309247097927437e+04 5.406048640999999981e-05
5.928309255846157612e+04 5.405952452000000309e-05
5.928309264594388515e+04 5.405849982999999710e-05
5.928309273342619417e+04 5.405752592000000125e-05
5.928309282090849592e+04 5.405658338999999682e-05
5.928309290839080495e+04 5.405567462000000306e-05
5.928309299587311398e+04 5.405492946999999762e-05
5.928309308335541573e+04 5.405437328999999983e-05
5.928309317083772476e+04 5.405384143999999861e-05
5.928309325832003378e+04 5.405319414000000062e-05
5.928309334580233553e+04 5.405253675000000013e-05
5.928309343328464456e+04 5.405186061000000002e-05
