5.928308897168695694e+04 1.594958017000000093e-04
5.928308905916926597e+04 1.594815839999999974e-04
5.928308914665157499e+04 1.594674231999999967e-04
5.928308923413388402e+04 1.594532239999999922e-04
5.928308932161619305e+04 1.594388646999999985e-04
5.928308940909850207e+04 1.594245120000000111e-04
5.928308949658081110e+04 1.594102702000000087e-04
5.928308958406312013e+04 1.593961089999999879e-04
5.928308967154542916e+04 1.593821590000000013e-04
5.928308975902773818e+04 1.593683190000000089e-04
5.928308984651004721e+04 1.593545392000000037e-04
5.928308993399235624e+04 1.593407931999999880e-04
5.928309002147466526e+04 1.593271958000000074e-04
5.928309010895697429e+04 1.593137818999999984e-04
5.928309019643927604e+04 1.593004663999999973e-04
5.928309028392158507e+04 1.592873963000000130e-04
5.928309037140390137e+04 1.592744399999999969e-04
5.928309045888620312e+04 1.592614999000000083e-04
5.928309054636850487e+04 1.592486190999999887e-04
5.928309063385081390e+04 1.592357094999999865e-04
5.928309072133312293e+04 1.592228835000000081e-04
5.928309080881543196e+04 1.592098995999999885e-04
5.928309089629774098e+04 1.591969586000000088e-04
5.928309098378005001e+04 1.591841096999999918e-04
5.928309107126235904e+04 1.591712610000000120e-04
5.928309115874466806e+04 1.591585069000000120e-04
5.928309124622697709e+04 1.591459207000000132e-04
5.928309133370928612e+04 1.591335090999999998e-04
5.928309142119159515e+04 1.591211586999999967e-04
5.928309150867390417e+04 1.591089548000000045e-04
5.928309159615620592e+04 1.590970591999999893e-04
5.928309168363851495e+04 1.590853291999999954e-04
5.928309177112082398e+04 1.590736715000000000e-04
5.928309185860312573e+04 1.590620783999999958e-04
5.928309194608543476e+04 1.590505278000000115e-04
5.928309203356774378e+04 1.590390378000000073e-04
5.928309212105005281e+04 1.590276565000000133e-04
5.928309220853235456e+04 1.590162038000000118e-04
5.928309229601465631e+04 1.590046412999999992e-04
5.928309238349696534e+04 1.589930726000000005e-04
5.928309247097927437e+04 1.589816028000000077e-04
5.928309255846157612e+04 1.589701608000000015e-04
5.928309264594388515e+04 1.589587957000000078e-04
5.928309273342619417e+04 1.589476384999999911e-04
5.928309282090849592e+04 1.589366710999999912e-04
5.928309290839080495e+04 1.589257990000000063e-04
5.928309299587311398e+04 1.589151782999999871e-04
5.928309308335541573e+04 1.589047636999999901e-04
5.928309317083772476e+04 1.588944979000000111e-04
5.928309325832003378e+04 1.588841845000000001e-04
5.928309334580233553e+04 1.588741467000000045e-04
5.928309343328464456e+04 1.588640300000000044e-04
5.928309352076693904e+04 1.588540149000000103e-04
5.928309360824924806e+04 1.588440454000000020e-04
5.928309369573155709e+04 1.588341140000000095e-04
5.928309378321385884e+04 1.588240286000000090e-04
5.928309387069616787e+04 1.588140077999999997e-04
5.928309395817846962e+04 1.588039253000000093e-04
5.928309404566077865e+04 1.587938997000000029e-04
5.928309413314308040e+04 1.587839208000000105e-04
5.928309422062538943e+04 1.587742241000000127e-04
5.928309430810769118e+04 1.587647077999999933e-04
5.928309439559000020e+04 1.587553745000000016e-04
5.928309448307230195e+04 1.587461455999999939e-04
5.928309457055461098e+04 1.587371392999999966e-04
5.928309465803691273e+04 1.587281245000000062e-04
5.928309474551922176e+04 1.587192528999999965e-04
5.928309483300151624e+04 1.587105188000000066e-04
5.928309492048382526e+04 1.587019314000000106e-04
5.928309500796613429e+04 1.586934353999999963e-04
5.928309509544843604e+04 1.586850857000000100e-04
5.928309518293073779e+04 1.586767806999999915e-04
5.928309527041303954e+04 1.586684112999999917e-04
5.928309535789534857e+04 1.586599149000000116e-04
5.928309544537765032e+04 1.586514953000000118e-04
5.928309553285995207e+04 1.586432375000000053e-04
5.928309562034226110e+04 1.586349530000000132e-04
5.928309570782456285e+04 1.586267130000000060e-04
5.928309579530686460e+04 1.572687820000000052e-04
5.928309588278917363e+04 1.529666934000000009e-04
5.928309597027146810e+04 1.474475927999999918e-04
