Teff log(g) a1 a2 a3 a4 I1 beaming
13500.0 5.75 0.7363 0.0545 -0.1277 0.0294 0.000235572 0.3794
14000.0 5.75 0.7391 0.0278 -0.1082 0.024 0.000251171 0.4499
14500.0 5.75 0.7402 0.0044 -0.0904 0.0191 0.000266959 0.5149
15000.0 5.75 0.7404 -0.0167 -0.074 0.0146 0.000282971 0.5749
15500.0 5.75 0.7399 -0.0364 -0.0576 0.0097 0.000299231 0.6305
16000.0 5.75 0.7401 -0.0577 -0.0388 0.0038 0.000315764 0.6822
16500.0 5.75 0.7402 -0.0784 -0.0202 -0.0022 0.000332581 0.7304
17000.0 5.75 0.7272 -0.0664 -0.035 0.0043 0.000349708 0.7753
20000.0 5.75 0.76 -0.261 0.1611 -0.0648 0.000459413 0.9917
25000.0 5.75 0.8977 -0.7329 0.6392 -0.2357 0.00067696 1.2244
30000.0 5.75 1.0113 -1.0731 0.9334 -0.329 0.000974333 1.3715
35000.0 5.75 0.9014 -0.9712 0.8133 -0.2793 0.00131083 1.4724
40000.0 5.75 0.8499 -0.9867 0.859 -0.3018 0.00157885 1.5457
45000.0 5.75 0.8615 -1.1117 1.0133 -0.3633 0.00180382 1.6014
50000.0 5.75 0.9004 -1.2749 1.1983 -0.4343 0.00201074 1.6449
55000.0 5.75 0.9505 -1.4428 1.3808 -0.5028 0.00220166 1.68
60000.0 5.75 1.0052 -1.6074 1.5542 -0.5668 0.00238565 1.7088
3750.0 6.0 0.3215 1.6542 -2.1244 0.8348 7.33602e-07 -5.5604
4000.0 6.0 0.8725 0.2776 -0.7497 0.3415 1.02112e-06 -5.0264
4250.0 6.0 1.2445 -0.696 0.266 -0.0348 1.45968e-06 -4.5558
4500.0 6.0 1.4288 -1.1798 0.7861 -0.2306 2.10368e-06 -4.138
4750.0 6.0 1.4663 -1.218 0.8228 -0.2426 3.00991e-06 -3.7647
5000.0 6.0 1.2038 -0.5158 0.1464 -0.0001 4.33457e-06 -3.4295
5250.0 6.0 0.9079 0.2273 -0.5401 0.2385 6.02055e-06 -3.1269
5500.0 6.0 0.5053 1.2261 -1.4722 0.5568 8.05649e-06 -2.8526
5750.0 6.0 0.1262 2.1396 -2.3113 0.8344 1.04353e-05 -2.6029
6000.0 6.0 -0.1255 2.6834 -2.7571 0.9638 1.31584e-05 -2.3747
6250.0 6.0 -0.2563 2.8905 -2.8512 0.9645 1.62568e-05 -2.1656
6500.0 6.0 -0.313 2.8965 -2.7372 0.8894 1.97619e-05 -1.9734
7000.0 6.0 -0.3179 2.6616 -2.2872 0.6651 2.81297e-05 -1.6323
7500.0 6.0 -0.2984 2.4853 -1.9898 0.5139 3.84889e-05 -1.3395
8000.0 6.0 -0.3287 2.6372 -2.193 0.5824 5.10623e-05 -1.0858
8500.0 6.0 -0.3759 3.0298 -2.8228 0.8543 6.59912e-05 -0.8645
9000.0 6.0 -0.2814 3.1115 -3.2148 1.0707 8.32852e-05 -0.6699
9500.0 6.0 -0.0422 2.62 -2.885 1.0024 0.000102289 -0.4977
10000.0 6.0 0.2192 1.778 -1.9785 0.6876 0.000121595 -0.3446
10500.0 6.0 0.4524 0.9024 -0.9537 0.3195 0.000138611 -0.2076
11000.0 6.0 0.5869 0.4511 -0.4322 0.1191 0.000155216 -0.0845
11500.0 6.0 0.6495 0.3042 -0.3179 0.0854 0.000171229 0.0267
12000.0 6.0 0.6959 0.1866 -0.2235 0.0566 0.000187118 0.1274
12500.0 6.0 0.7229 0.1088 -0.1615 0.0375 0.000202856 0.219
13000.0 6.0 0.7376 0.0575 -0.122 0.0257 0.000218487 0.3027
13500.0 6.0 0.7457 0.0204 -0.0945 0.0178 0.000234097 0.3794
14000.0 6.0 0.7495 -0.0076 -0.0742 0.0123 0.000249787 0.4499
14500.0 6.0 0.7509 -0.0308 -0.0568 0.0075 0.000265636 0.5149
15000.0 6.0 0.7511 -0.0518 -0.0402 0.0027 0.000281687 0.5749
15500.0 6.0 0.7504 -0.0706 -0.0251 -0.0016 0.000297975 0.6305
16000.0 6.0 0.7498 -0.0895 -0.009 -0.0065 0.000314523 0.6822
16500.0 6.0 0.7491 -0.1082 0.0075 -0.0116 0.000331351 0.7304
17000.0 6.0 0.7497 -0.1298 0.0275 -0.0181 0.000348473 0.7753
20000.0 6.0 0.766 -0.2833 0.181 -0.0714 0.000458096 0.9917
25000.0 6.0 0.8998 -0.7473 0.6515 -0.2395 0.000675224 1.2244
30000.0 6.0 0.9919 -1.0417 0.9014 -0.3169 0.000970722 1.3715
35000.0 6.0 0.8602 -0.8927 0.7368 -0.2515 0.00130355 1.4724
40000.0 6.0 0.7799 -0.8459 0.722 -0.2524 0.00156849 1.5457
45000.0 6.0 0.7679 -0.9212 0.8284 -0.2969 0.00179006 1.6014
50000.0 6.0 0.7882 -1.0478 0.9796 -0.3562 0.00199254 1.6449
55000.0 6.0 0.8233 -1.1871 1.1357 -0.4156 0.00217887 1.68
60000.0 6.0 0.8695 -1.3422 1.3033 -0.4782 0.00236925 1.7088
65000.0 6.0 0.7137 -0.7701 0.6929 -0.2536 0.00296501 1.7329
70000.0 6.0 0.7509 -0.8995 0.8355 -0.3074 0.00316138 1.7533
75000.0 6.0 0.7936 -1.0325 0.9776 -0.36 0.0033581 1.7708
80000.0 6.0 0.8386 -1.1623 1.1127 -0.4093 0.00355583 1.786
85000.0 6.0 0.8844 -1.2865 1.2396 -0.4553 0.00375532 1.7994
90000.0 6.0 0.9296 -1.4024 1.3553 -0.4966 0.00395683 1.8111
100000.0 6.0 1.0125 -1.6041 1.555 -0.5681 0.00437111 1.831
3750.0 6.25 0.4075 1.4596 -1.9406 0.7721 7.66106e-07 -5.5604
4000.0 6.25 0.9444 0.1049 -0.5747 0.2782 1.05018e-06 -5.0264
4250.0 6.25 1.316 -0.8738 0.4496 -0.1025 1.48276e-06 -4.5558
4500.0 6.25 1.4958 -1.354 0.9658 -0.2971 2.11771e-06 -4.138
4750.0 6.25 1.5528 -1.4473 1.0574 -0.3292 3.01182e-06 -3.7647
5000.0 6.25 1.2829 -0.7065 0.3169 -0.0587 4.30562e-06 -3.4295
5250.0 6.25 1.0571 -0.1386 -0.2031 0.122 5.97369e-06 -3.1269
5500.0 6.25 0.6893 0.7777 -1.0594 0.4174 8.00943e-06 -2.8526
5750.0 6.25 0.2928 1.7484 -1.9645 0.7227 1.03931e-05 -2.6029
6000.0 6.25 -0.0103 2.4462 -2.5807 0.9176 1.3115e-05 -2.3747
6250.0 6.25 -0.1827 2.7769 -2.8123 0.9707 1.61957e-05 -2.1656
6500.0 6.25 -0.2708 2.887 -2.8237 0.9457 1.96614e-05 -1.9734
7000.0 6.25 -0.3062 2.756 -2.503 0.7741 2.78835e-05 -1.6323
7500.0 6.25 -0.3014 2.6154 -2.2439 0.6384 3.80049e-05 -1.3395
8000.0 6.25 -0.3235 2.7049 -2.3521 0.6657 5.02137e-05 -1.0858
8500.0 6.25 -0.3601 3.0104 -2.8428 0.875 6.46625e-05 -0.8645
