Teff log(g) a1 a2 a3 a4 I1 beaming
11500.0 6.0 0.8244 -0.8851 1.0851 -0.4162 8.62886e-05 -0.5328
12000.0 6.0 0.8086 -0.853 1.053 -0.4075 9.79729e-05 -0.4033
12500.0 6.0 0.7954 -0.8224 1.0183 -0.3968 0.000110652 -0.2852
13000.0 6.0 0.7834 -0.7928 0.9827 -0.3851 0.0001242 -0.1773
13500.0 6.0 0.7727 -0.7653 0.9474 -0.3728 0.000138513 -0.0783
14000.0 6.0 0.7644 -0.7456 0.921 -0.3636 0.000153534 0.0128
14500.0 6.0 0.7577 -0.7306 0.8996 -0.356 0.000169231 0.0969
15000.0 6.0 0.7512 -0.7165 0.8792 -0.3485 0.000185589 0.1746
15500.0 6.0 0.7453 -0.705 0.8626 -0.3427 0.000202604 0.2467
16000.0 6.0 0.7412 -0.6982 0.8511 -0.3387 0.000220282 0.3137
16500.0 6.0 0.7346 -0.6835 0.8304 -0.3308 0.00023863 0.376
17000.0 6.0 0.7347 -0.6853 0.8271 -0.3295 0.000257643 0.4343
20000.0 6.0 0.7742 -0.7849 0.8977 -0.3533 0.000386165 0.7149
25000.0 6.0 0.9723 -1.201 1.2424 -0.4664 0.000663637 1.0163
30000.0 6.0 0.8997 -0.9361 0.8654 -0.3093 0.00107817 1.2061
35000.0 6.0 0.7185 -0.6528 0.568 -0.2017 0.00158179 1.3358
40000.0 6.0 0.6633 -0.666 0.6119 -0.2246 0.00198375 1.4297
45000.0 6.0 0.6766 -0.7933 0.7638 -0.2845 0.0023193 1.5007
50000.0 6.0 0.7159 -0.9535 0.9411 -0.3519 0.00262599 1.5561
55000.0 6.0 0.7641 -1.1127 1.1103 -0.4146 0.00290827 1.6006
60000.0 6.0 0.8213 -1.283 1.2876 -0.4799 0.00319669 1.6371
65000.0 6.0 0.6476 -0.6507 0.6226 -0.2378 0.00408687 1.6675
70000.0 6.0 0.6972 -0.8006 0.7802 -0.296 0.00438842 1.6932
75000.0 6.0 0.7506 -0.9503 0.9344 -0.3521 0.0046902 1.7153
80000.0 6.0 0.8048 -1.0944 1.0803 -0.4049 0.00499327 1.7344
85000.0 6.0 0.858 -1.2287 1.2137 -0.4525 0.00529884 1.7511
90000.0 6.0 0.9093 -1.3519 1.3336 -0.4949 0.00560736 1.7659
100000.0 6.0 1.0012 -1.562 1.536 -0.5664 0.00624116 1.7907
3750.0 6.25 -0.6814 3.7908 -3.8796 1.3761 2.47438e-07 -7.4788
4000.0 6.25 -0.1585 2.7893 -3.1157 1.1624 3.68862e-07 -6.8241
4250.0 6.25 0.4192 1.4497 -1.8352 0.7166 5.67668e-07 -6.2466
4500.0 6.25 0.7945 0.524 -0.8914 0.3725 8.83635e-07 -5.7335
4750.0 6.25 1.0351 -0.0483 -0.2906 0.1494 1.36609e-06 -5.2746
5000.0 6.25 0.6336 0.9214 -1.1453 0.4394 1.86168e-06 -4.8619
5250.0 6.25 0.5643 1.0664 -1.2204 0.4556 3.00527e-06 -4.4888
5500.0 6.25 0.3718 1.5274 -1.6106 0.5797 4.47473e-06 -4.15
5750.0 6.25 0.1216 2.1704 -2.2156 0.7807 6.2363e-06 -3.8411
6000.0 6.25 -0.1014 2.7485 -2.7737 0.9661 8.26237e-06 -3.5584
6250.0 6.25 -0.2476 3.0998 -3.0938 1.0639 1.05409e-05 -3.2988
