Teff log(g) a1 a2 a3 a4 I1 beaming
8500.0 6.25 0.0633 0.9697 -0.6728 0.1077 5.23727e-05 0.5729
9000.0 6.25 0.111 0.9278 -0.7167 0.1422 6.04229e-05 0.6685
9500.0 6.25 0.2493 0.5926 -0.437 0.0604 6.83455e-05 0.7528
10000.0 6.25 0.3868 0.1882 -0.0416 -0.0688 7.52034e-05 0.8274
10500.0 6.25 0.5121 -0.1846 0.2985 -0.1662 7.99585e-05 0.894
11000.0 6.25 0.5641 -0.3179 0.3728 -0.1662 8.43903e-05 0.9538
11500.0 6.25 0.5732 -0.3382 0.3681 -0.1564 8.96851e-05 1.0076
12000.0 6.25 0.5751 -0.3443 0.3591 -0.1498 9.51439e-05 1.0564
12500.0 6.25 0.578 -0.3599 0.3642 -0.1492 0.00010063 1.1008
13000.0 6.25 0.5796 -0.3794 0.3781 -0.1524 0.000106161 1.1413
13500.0 6.25 0.5802 -0.3992 0.3958 -0.1581 0.000111749 1.1784
14000.0 6.25 0.5792 -0.4153 0.4108 -0.1629 0.000117404 1.2126
14500.0 6.25 0.5784 -0.4316 0.4273 -0.1687 0.000123112 1.244
15000.0 6.25 0.5779 -0.4482 0.4445 -0.1748 0.000128881 1.2732
15500.0 6.25 0.5765 -0.4622 0.4596 -0.1804 0.000134708 1.3002
16000.0 6.25 0.5773 -0.4786 0.4759 -0.186 0.000140594 1.3253
16500.0 6.25 0.5783 -0.495 0.4926 -0.192 0.00014654 1.3487
17000.0 6.25 0.5802 -0.5121 0.5093 -0.1977 0.000152552 1.3706
20000.0 6.25 0.6305 -0.6895 0.6844 -0.2597 0.000190122 1.4767
25000.0 6.25 0.7999 -1.1025 1.0664 -0.3899 0.000260754 1.592
30000.0 6.25 0.7173 -0.8679 0.7661 -0.2663 0.000355738 1.666
35000.0 6.25 0.4951 -0.5098 0.4395 -0.1548 0.00046921 1.7174
40000.0 6.25 0.4476 -0.5405 0.5131 -0.1895 0.000558511 1.7552
45000.0 6.25 0.4632 -0.6655 0.663 -0.248 0.000632008 1.7841
50000.0 6.25 0.5001 -0.8122 0.8244 -0.3085 0.000700128 1.8069
55000.0 6.25 0.5409 -0.9466 0.9659 -0.3604 0.00076206 1.8254
60000.0 6.25 0.582 -1.0693 1.0914 -0.4058 0.000820758 1.8406
3750.0 6.5 2.0755 -3.1507 2.7529 -0.9398 4.01459e-06 -1.8937
4000.0 6.5 1.835 -2.7268 2.3754 -0.8116 4.8349e-06 -1.6006
4250.0 6.5 1.7476 -2.578 2.2443 -0.7672 5.88852e-06 -1.3442
4500.0 6.5 1.7214 -2.5344 2.2091 -0.7559 7.22166e-06 -1.1183
4750.0 6.5 1.62 -2.1965 1.8193 -0.6018 8.83984e-06 -0.9181
5000.0 6.5 1.4105 -1.6046 1.1844 -0.3616 1.10368e-05 -0.7397
5250.0 6.5 1.1612 -0.9177 0.478 -0.1017 1.31032e-05 -0.5799
5500.0 6.5 0.7856 0.0574 -0.4882 0.2437 1.53022e-05 -0.436
5750.0 6.5 0.3695 1.0628 -1.4322 0.5649 1.76526e-05 -0.306
6000.0 6.5 0.0625 1.7186 -1.9758 0.7278 2.01184e-05 -0.1881
6250.0 6.5 -0.0813 1.9273 -2.0555 0.7212 2.27083e-05 -0.0806
6500.0 6.5 -0.1214 1.8909 -1.9138 0.6434 2.5418e-05 0.0176
7000.0 6.5 -0.1022 1.6398 -1.5186 0.4656 3.12387e-05 0.1904
7500.0 6.5 -0.0381 1.3384 -1.1185 0.2958 3.76308e-05 0.3373
