Teff	log(g)	T_BB_g	T_BB_r	T_BB_i
14750.0	8.25	14165.23122	13658.87830	13252.46760
14750.0	8.50	14107.26146	13695.37961	13336.39611
14750.0	8.75	14060.04222	13733.41608	13446.59232
14750.0	9.00	14055.58968	13835.16863	13606.85774
14750.0	9.25	14104.51887	13964.97263	13786.00955
14750.0	9.50	14176.63130	14095.07240	13970.41113
15000.0	6.50	14484.75079	13574.44888	13017.65376
15000.0	6.75	14483.65981	13624.93954	13077.95596
15000.0	7.00	14478.76361	13640.26637	13111.33061
15000.0	7.25	14467.86843	13663.62014	13155.00855
15000.0	7.50	14449.72905	13721.00314	13223.57217
15000.0	7.75	14425.40662	13758.51013	13282.54054
15000.0	8.00	14392.88940	13789.71163	13347.72464
15000.0	8.25	14348.71541	13824.80985	13406.61094
15000.0	8.50	14293.92531	13871.79707	13495.70742
15000.0	8.75	14240.66782	13917.91476	13599.27672
15000.0	9.00	14218.94940	13983.08905	13729.22858
15000.0	9.25	14251.98166	14096.05386	13902.37199
15000.0	9.50	14326.09318	14235.03377	14096.95837
15250.0	6.50	14651.75506	13733.38085	13171.45107
15250.0	6.75	14651.46402	13783.89863	13231.73224
15250.0	7.00	14647.02020	13819.46750	13280.59211
15250.0	7.25	14637.83073	13845.16183	13327.37031
15250.0	7.50	14622.11713	13881.78445	13377.41907
15250.0	7.75	14599.60224	13920.44945	13436.07045
15250.0	8.00	14570.28946	13935.89600	13491.35077
15250.0	8.25	14529.85041	13989.94652	13561.94948
15250.0	8.50	14477.78829	14037.72389	13648.10081
15250.0	8.75	14422.62181	14069.03866	13733.72178
15250.0	9.00	14388.89461	14118.28822	13858.16918
15250.0	9.25	14404.55875	14242.89370	14033.89545
15250.0	9.50	14470.22047	14371.59709	14220.94495
15500.0	6.50	14818.47959	13891.15490	13324.43532
15500.0	6.75	14819.10932	13925.66393	13369.41904
15500.0	7.00	14815.33849	13978.28802	13433.35369
15500.0	7.25	14806.93661	14002.56523	13477.17558
15500.0	7.50	14793.15314	14020.36791	13517.05756
15500.0	7.75	14772.51894	14075.03215	13587.28621
15500.0	8.00	14744.98765	14096.98890	13645.31069
15500.0	8.25	14708.12075	14164.92493	13727.01255
15500.0	8.50	14660.43083	14203.67308	13801.71931
15500.0	8.75	14605.97876	14244.70438	13891.87643
15500.0	9.00	14563.12501	14300.58183	14009.11855
15500.0	9.25	14561.06894	14362.42899	14150.45685
15500.0	9.50	14613.31110	14506.74176	14343.51047
15750.0	6.50	14985.31383	14049.10008	13477.09022
15750.0	6.75	14986.60875	14084.26494	13522.15502
15750.0	7.00	14983.75928	14118.52348	13568.22678
15750.0	7.25	14976.84904	14147.39079	13621.99508
15750.0	7.50	14963.91662	14180.05540	13670.12499
15750.0	7.75	14944.88452	14242.33574	13743.75849
15750.0	8.00	14919.50338	14258.73135	13799.40396
15750.0	8.25	14883.94933	14316.58172	13871.57693
15750.0	8.50	14840.25525	14356.84031	13945.47884
15750.0	8.75	14787.42865	14397.37063	14031.83622
15750.0	9.00	14739.27302	14460.09653	14151.45043
15750.0	9.25	14723.15110	14528.72251	14286.81283
15750.0	9.50	14760.09906	14644.45273	14467.52555
16000.0	6.50	15152.02268	14213.05604	13635.30159
16000.0	6.75	15153.76800	14242.61563	13675.35037
16000.0	7.00	15151.97895	14296.39655	13739.81626
16000.0	7.25	15145.82121	14313.53373	13774.47999
16000.0	7.50	15133.64430	14339.52437	13823.37925
16000.0	7.75	15116.37862	14403.27139	13898.11420
16000.0	8.00	15092.33947	14445.33432	13964.10213
16000.0	8.25	15058.90286	14480.61559	14029.30550
16000.0	8.50	15020.08760	14532.88773	14111.82632
16000.0	8.75	14969.73365	14574.98415	14195.80264
16000.0	9.00	14919.61146	14620.91784	14294.92769
16000.0	9.25	14890.60781	14684.44431	14426.36172
16000.0	9.50	14910.86933	14787.47447	14597.35483
16250.0	6.50	15319.29411	14360.28474	13779.96265
16250.0	6.75	15321.36722	14401.37764	13828.23291
16250.0	7.00	15320.32266	14437.74676	13877.62778
16250.0	7.25	15314.83565	14481.75294	13933.82580
16250.0	7.50	15303.76786	14520.78835	13988.54993
16250.0	7.75	15287.60231	14563.91738	14051.89282
16250.0	8.00	15265.85855	14580.99394	14107.91878
16250.0	8.25	15234.02344	14643.15557	14183.93150
16250.0	8.50	15197.43373	14685.37449	14256.51310
16250.0	8.75	15149.69331	14739.49437	14349.28764
16250.0	9.00	15098.43897	14783.75530	14443.35349
16250.0	9.25	15061.19665	14844.82101	14568.52991
16250.0	9.50	15066.31494	14933.17586	14727.41704
16500.0	6.50	15486.52082	14530.78959	13942.50912
16500.0	6.75	15488.90292	14560.11936	13981.85588
16500.0	7.00	15488.44371	14597.26934	14030.49120
16500.0	7.25	15483.63278	14632.36409	14082.03382
16500.0	7.50	15473.61474	14696.10492	14155.67163
16500.0	7.75	15458.25178	14717.61997	14203.54304
16500.0	8.00	15437.74093	14768.40139	14273.84838
16500.0	8.25	15409.10730	14813.82652	14343.29364
16500.0	8.50	15373.82704	14861.26340	14423.82686
16500.0	8.75	15329.27459	14905.10649	14505.15421
16500.0	9.00	15280.04982	14951.88157	14598.44813
16500.0	9.25	15236.98985	15005.84639	14712.96503
16500.0	9.50	15227.40416	15083.25401	14861.82753
16750.0	6.50	15653.68807	14677.68046	14087.17836
16750.0	6.75	15656.73307	14719.47609	14135.53672
16750.0	7.00	15656.64220	14756.86052	14184.28303
16750.0	7.25	15652.95311	14796.72615	14238.19766
16750.0	7.50	15643.37956	14856.86183	14310.30250
16750.0	7.75	15629.40028	14878.45647	14358.04297
16750.0	8.00	15609.46601	14930.22713	14428.80429
16750.0	8.25	15583.28599	14976.76562	14499.31560
16750.0	8.50	15549.83132	15025.34731	14580.01362
16750.0	8.75	15508.13181	15058.17418	14650.15600
16750.0	9.00	15458.61285	15116.45441	14751.32956
16750.0	9.25	15415.37191	15170.50641	14862.83336
16750.0	9.50	15390.73818	15233.36272	14995.32285
17000.0	6.50	15820.89489	14836.46389	14240.94270
17000.0	6.75	15824.47792	14879.14302	14289.53115
17000.0	7.00	15825.12579	14916.24763	14339.21717
17000.0	7.25	15821.85106	14957.05352	14392.06344
17000.0	7.50	15813.09941	15001.50937	14451.17512
17000.0	7.75	15800.72165	15039.59391	14512.91436
17000.0	8.00	15781.30711	15085.15250	14578.50529
17000.0	8.25	15756.95314	15139.44497	14657.11322
17000.0	8.50	15725.26703	15189.57415	14737.03657
17000.0	8.75	15686.40281	15236.33436	14819.83274
17000.0	9.00	15638.49046	15282.88006	14907.46825
17000.0	9.25	15597.15300	15338.30339	15016.22597
17000.0	9.50	15559.64179	15390.82081	15137.00726
17250.0	6.50	15989.45141	15009.14963	14405.36687
17250.0	6.75	15993.80149	15039.36964	14445.08012
17250.0	7.00	15994.44363	15077.37347	14493.84501
17250.0	7.25	15991.66282	15117.82926	14547.73352
17250.0	7.50	15983.77226	15163.14716	14607.18832
17250.0	7.75	15971.84120	15201.44271	14669.00528
17250.0	8.00	15953.94001	15254.98420	14741.10237
17250.0	8.25	15930.52114	15295.53036	14807.18038
17250.0	8.50	15900.37657	15353.87905	14894.16192
17250.0	8.75	15863.33734	15388.56710	14964.73705
17250.0	9.00	15816.10773	15446.94738	15061.60719
17250.0	9.25	15771.82069	15490.88018	15156.38199
17250.0	9.50	15723.82276	15546.10731	15286.40824
17500.0	6.50	16158.19732	15173.50579	14558.63526
17500.0	6.75	16162.71442	15200.38958	14600.16621
17500.0	7.00	16163.92687	15238.25371	14649.43055
17500.0	7.25	16162.28452	15279.56040	14703.48020
17500.0	7.50	16154.73916	15341.69032	14777.70849
17500.0	7.75	16143.30265	15360.76065	14823.64386
17500.0	8.00	16126.41358	15417.81712	14897.79485
17500.0	8.25	16103.79961	15458.83743	14964.11153
17500.0	8.50	16075.35757	15512.05780	15046.95713
17500.0	8.75	16039.74763	15566.57115	15134.23957
17500.0	9.00	15993.93820	15612.17910	15217.60514
17500.0	9.25	15948.34175	15660.96713	15314.77772
17500.0	9.50	15892.03679	15710.42495	15452.42755
17750.0	6.50	16327.17044	15328.92598	14712.12915
17750.0	6.75	16332.13566	15360.96768	14756.28970
17750.0	7.00	16334.04819	15399.62982	14805.35625
17750.0	7.25	16332.41139	15441.11717	14859.96251
17750.0	7.50	16325.49467	15504.15605	14934.40355
17750.0	7.75	16315.05472	15532.56249	14982.55486
17750.0	8.00	16298.88321	15580.80634	15054.66897
17750.0	8.25	16277.53233	15622.53890	15121.50625
17750.0	8.50	16250.49553	15671.98106	15201.07962
17750.0	8.75	16216.23332	15732.48016	15292.78620
17750.0	9.00	16172.31038	15778.56937	15375.46992
17750.0	9.25	16126.29151	15818.06709	15461.83574
17750.0	9.50	16063.90846	15873.15970	15610.99624
18000.0	6.50	16496.48630	15490.06243	14868.05428
18000.0	6.75	16501.95945	15516.06685	14908.92077
18000.0	7.00	16504.31222	15561.39571	14962.20149
18000.0	7.25	16503.23495	15602.80265	15016.87581
18000.0	7.50	16497.11646	15646.69082	15075.24720
18000.0	7.75	16486.96875	15695.36568	15139.42384
18000.0	8.00	16471.70790	15744.31759	15212.15765
18000.0	8.25	16451.02810	15794.24324	15286.29316
18000.0	8.50	16425.36138	15837.90714	15358.13906
18000.0	8.75	16392.64648	15885.36473	15439.50111
18000.0	9.00	16350.63488	15932.01959	15522.39115
18000.0	9.25	16305.15671	15977.83431	15619.58017
18000.0	9.50	16237.88932	16018.82735	15757.96890
18250.0	6.50	16666.04123	15619.65562	15012.71446
18250.0	6.75	16672.12685	15691.10564	15075.50316
18250.0	7.00	16674.92099	15723.51370	15118.91190
18250.0	7.25	16674.25715	15765.74788	15173.70643
18250.0	7.50	16668.75724	15809.08309	15233.05661
18250.0	7.75	16659.26752	15858.71284	15297.05565
18250.0	8.00	16644.69213	15908.15598	15369.99046
18250.0	8.25	16625.05777	15950.80884	15437.13355
18250.0	8.50	16600.49373	16003.22619	15516.98067
18250.0	8.75	16569.42409	16065.52353	15611.77771
18250.0	9.00	16529.20111	16113.98141	15695.73484
18250.0	9.25	16485.09927	16148.99734	15775.87565
18250.0	9.50	16414.86470	16206.59550	15939.65888
18500.0	6.50	16836.23001	15815.50038	15185.72377
18500.0	6.75	16842.58530	15839.53404	15222.15992
18500.0	7.00	16845.79229	15885.65947	15276.60925
18500.0	7.25	16845.81909	15928.31126	15331.52591
18500.0	7.50	16840.76914	15972.53075	15390.91521
18500.0	7.75	16831.92119	16022.57423	15455.00471
18500.0	8.00	16817.74130	16072.36262	15528.23824
18500.0	8.25	16799.04203	16115.72457	15595.86149
18500.0	8.50	16775.80292	16168.83585	15676.22722
18500.0	8.75	16746.15723	16232.59970	15772.19874
18500.0	9.00	16707.93961	16282.63444	15857.37312
18500.0	9.25	16665.44288	16329.72241	15947.00231
18500.0	9.50	16593.46458	16379.48943	16104.51261
18750.0	6.50	17006.69597	15963.09315	15331.82811
18750.0	6.75	17013.43355	15980.98997	15373.51177
18750.0	7.00	17017.06489	16049.08900	15433.75369
18750.0	7.25	17017.70062	16091.75513	15489.50935
18750.0	7.50	17013.16113	16136.34152	15549.13769
18750.0	7.75	17005.04517	16205.15745	15629.46776
18750.0	8.00	16991.58083	16237.35607	15687.34971
18750.0	8.25	16973.93051	16289.31555	15762.56218
18750.0	8.50	16951.27572	16343.02607	15843.50701
18750.0	8.75	16923.00755	16400.03169	15933.01845
18750.0	9.00	16886.93977	16452.04005	16020.07340
18750.0	9.25	16846.47895	16488.62715	16100.20525
18750.0	9.50	16773.57699	16552.41001	16277.67407
19000.0	6.50	17177.53423	16105.06634	15483.59231
19000.0	6.75	17184.80256	16177.24629	15543.44986
19000.0	7.00	17189.00506	16212.53628	15591.81404
19000.0	7.25	17190.04590	16256.06517	15647.78199
19000.0	7.50	17186.27531	16300.85727	15708.12214
19000.0	7.75	17178.63845	16370.43006	15788.99065
19000.0	8.00	17165.75218	16402.74501	15846.91890
19000.0	8.25	17148.78547	16446.94475	15914.93922
19000.0	8.50	17127.17094	16509.85107	16003.98096
19000.0	8.75	17100.22544	16568.09672	16094.60922
19000.0	9.00	17066.07206	16607.38657	16169.97445
19000.0	9.25	17027.94847	16660.21352	16264.75033
19000.0	9.50	16954.78406	16727.28966	16454.10293
19250.0	6.50	17349.02704	16268.15031	15641.84034
19250.0	6.75	17356.56733	16340.66625	15701.71048
19250.0	7.00	17361.12308	16376.09600	15751.00805
19250.0	7.25	17363.14762	16420.52876	15806.87820
19250.0	7.50	17359.36665	16465.75042	15867.48284
19250.0	7.75	17352.43001	16536.16409	15948.99228
19250.0	8.00	17340.61909	16560.17202	15999.68009
19250.0	8.25	17323.89925	16613.16203	16075.06480
19250.0	8.50	17303.39980	16677.19018	16165.12074
19250.0	8.75	17277.64792	16725.19791	16245.56742
19250.0	9.00	17245.59336	16792.35787	16347.46034
19250.0	9.25	17209.90719	16836.31761	16432.82352
19250.0	9.50	17136.90291	16896.26363	16625.29432
19500.0	6.50	17520.90637	16454.24660	15817.03308
19500.0	6.75	17529.15421	16504.81603	15860.63591
19500.0	7.00	17534.06657	16540.64363	15910.17514
19500.0	7.25	17536.17591	16585.17332	15966.82598
19500.0	7.50	17533.58052	16631.70745	16025.41109
19500.0	7.75	17527.22166	16683.20506	16095.02562
19500.0	8.00	17515.88495	16738.32917	16171.09188
19500.0	8.25	17499.79547	16780.27824	16236.11704
19500.0	8.50	17479.88158	16836.42164	16318.92790
19500.0	8.75	17455.42768	16902.85052	16416.24914
19500.0	9.00	17425.48989	16948.39027	16498.35010
19500.0	9.25	17392.30867	17018.10279	16607.79374
19500.0	9.50	17319.92734	17083.30290	16815.38978
19750.0	6.50	17693.54517	16616.48114	15964.83884
19750.0	6.75	17702.10321	16669.47215	16020.04838
19750.0	7.00	17707.55969	16706.06438	16069.22151
19750.0	7.25	17710.43104	16751.16552	16126.74319
19750.0	7.50	17708.20873	16797.91161	16186.04786
19750.0	7.75	17702.10480	16869.58087	16270.96875
19750.0	8.00	17691.32444	16890.47114	16319.38078
19750.0	8.25	17675.93096	16959.61974	16414.93996
19750.0	8.50	17657.48656	17013.69322	16489.32899
19750.0	8.75	17633.96114	17063.61837	16571.43352
19750.0	9.00	17606.01673	17119.83536	16663.71718
19750.0	9.25	17575.11133	17192.11366	16775.69311
19750.0	9.50	17503.96298	17262.88671	16999.02169
20000.0	6.50	17866.72578	16775.24987	16127.36285
20000.0	6.75	17875.72751	16841.13317	16182.53868
20000.0	7.00	17881.72609	16871.60948	16230.43629
20000.0	7.25	17885.17447	16917.56369	16287.77325
20000.0	7.50	17883.64501	16964.91760	16347.47419
20000.0	7.75	17878.28556	17013.91855	16416.19836
20000.0	8.00	17868.19311	17073.66214	16494.91419
20000.0	8.25	17853.26469	17128.40444	16577.88373
20000.0	8.50	17835.49708	17183.03229	16652.64856
20000.0	8.75	17813.02419	17233.75340	16735.44492
20000.0	9.00	17786.97320	17304.10040	16840.51006
20000.0	9.25	17758.73053	17366.80144	16944.43643
20000.0	9.50	17688.99847	17434.81681	17175.89394
21000.0	6.50	18575.42817	17471.39209	16788.88597
21000.0	6.75	18586.11082	17495.17905	16825.95662
21000.0	7.00	18593.72529	17554.75051	16887.75232
21000.0	7.25	18598.79755	17596.08881	16944.88118
21000.0	7.50	18599.88535	17646.14466	17006.11516
21000.0	7.75	18596.47486	17697.03102	17075.91809
21000.0	8.00	18588.91781	17757.30607	17157.75514
21000.0	8.25	18576.87029	17781.54605	17211.92832
21000.0	8.50	18560.81666	17873.70962	17319.91272
21000.0	8.75	18541.16931	17926.58216	17404.47222
21000.0	9.00	18518.64504	18000.67949	17512.63534
21000.0	9.25	18495.44382	18067.79339	17620.21988
21000.0	9.50	18437.00088	18138.09056	17835.31757
22000.0	6.50	19300.00087	18159.76615	17454.74942
22000.0	6.75	19311.26356	18202.35948	17506.16311
22000.0	7.00	19321.26147	18246.39572	17556.80647
22000.0	7.25	19328.18180	18296.57207	17618.62487
22000.0	7.50	19331.91207	18341.93440	17682.83954
22000.0	7.75	19331.26504	18396.52396	17752.58115
22000.0	8.00	19325.97275	18436.10374	17826.01655
22000.0	8.25	19316.65968	18483.83336	17891.52073
22000.0	8.50	19303.30290	18570.87609	17994.27960
22000.0	8.75	19286.34053	18646.24414	18099.38227
22000.0	9.00	19266.84263	18700.49360	18203.61624
22000.0	9.25	19247.58648	18744.88027	18294.90798
22000.0	9.50	19199.99013	18866.67567	18518.00009
23000.0	6.50	20043.53708	18849.76465	18136.25626
23000.0	6.75	20055.62449	18905.01985	18188.94823
23000.0	7.00	20067.66511	18963.57194	18244.81262
23000.0	7.25	20077.14836	19008.67105	18306.16519
23000.0	7.50	20083.43058	19071.77706	18379.40711
23000.0	7.75	20085.84401	19111.71254	18441.62866
23000.0	8.00	20083.43570	19181.81381	18531.04898
23000.0	8.25	20077.67624	19206.59547	18590.78213
23000.0	8.50	20067.20258	19296.46212	18708.77163
23000.0	8.75	20053.37644	19364.93902	18808.06813
23000.0	9.00	20037.10952	19434.25802	18913.91456
23000.0	9.25	20021.73906	19523.49977	19026.38811
23000.0	9.50	19985.75930	19595.48129	19199.69285
24000.0	6.50	20811.15264	19545.80304	18817.22321
24000.0	6.75	20824.79924	19618.87823	18878.43673
24000.0	7.00	20838.85833	19690.45251	18955.12227
24000.0	7.25	20850.85164	19751.89110	19017.78115
24000.0	7.50	20860.41517	19802.47153	19084.70637
24000.0	7.75	20866.40600	19872.30075	19166.50318
24000.0	8.00	20867.90271	19927.64050	19252.43180
24000.0	8.25	20865.93884	19970.58543	19332.30883
24000.0	8.50	20858.82733	20018.41801	19416.88132
24000.0	8.75	20848.85982	20128.24887	19536.46486
24000.0	9.00	20835.71063	20164.53093	19625.07615
24000.0	9.25	20825.22359	20278.50438	19756.20387
24000.0	9.50	20802.37935	20362.33191	19917.79380
25000.0	6.50	21610.17176	20350.59328	19573.56298
25000.0	6.75	21625.38854	20376.48557	19609.42344
25000.0	7.00	21641.48539	20429.56004	19672.11602
25000.0	7.25	21656.28897	20508.12040	19754.25649
25000.0	7.50	21669.57633	20571.10188	19831.42181
25000.0	7.75	21679.96094	20646.13303	19915.24130
25000.0	8.00	21685.39730	20680.50694	19996.42083
25000.0	8.25	21688.31796	20776.60835	20101.31002
25000.0	8.50	21686.34849	20837.60975	20198.83191
25000.0	8.75	21680.77251	20955.05377	20321.81593
25000.0	9.00	21671.82782	21008.41282	20419.45072
25000.0	9.25	21666.66810	21093.40866	20543.94226
25000.0	9.50	21658.80974	21178.59424	20679.75450
26000.0	6.50	22474.47873	21138.07722	20338.67167
26000.0	6.75	22487.53851	21197.61958	20413.57152
26000.0	7.00	22502.19717	21245.21266	20459.75006
26000.0	7.25	22514.60806	21323.57365	20538.91122
26000.0	7.50	22525.61149	21394.18856	20615.84090
26000.0	7.75	22533.21394	21458.19498	20696.24030
26000.0	8.00	22535.87397	21542.14102	20804.53159
26000.0	8.25	22534.47835	21583.31866	20882.18183
26000.0	8.50	22529.25039	21655.58761	20977.40888
26000.0	8.75	22520.47496	21757.01270	21100.45693
26000.0	9.00	22508.94880	21792.87985	21183.20944
26000.0	9.25	22500.26556	21887.98911	21317.01434
26000.0	9.50	22489.84037	21956.70545	21434.23728
27000.0	6.50	23366.75611	21962.40881	21154.31507
27000.0	6.75	23381.64656	22011.33557	21211.98589
27000.0	7.00	23398.48138	22099.01399	21286.34658
27000.0	7.25	23414.32009	22160.81721	21359.67945
27000.0	7.50	23429.93076	22248.81503	21455.15090
27000.0	7.75	23442.41738	22328.52750	21542.55683
27000.0	8.00	23450.85435	22401.48180	21634.44568
27000.0	8.25	23455.24867	22466.12930	21735.55484
27000.0	8.50	23455.32431	22543.51190	21843.82635
27000.0	8.75	23453.28784	22568.23677	21925.75125
27000.0	9.00	23447.14419	22682.61020	22058.70537
27000.0	9.25	23444.57407	22773.73312	22182.34282
27000.0	9.50	23440.20120	22882.34956	22336.68934
28000.0	6.50	24321.34351	22922.12320	22058.81388
28000.0	6.75	24336.21087	22971.10262	22124.61715
28000.0	7.00	24355.29968	23021.17618	22199.78348
28000.0	7.25	24374.25259	23081.72930	22256.34491
28000.0	7.50	24393.69837	23186.41130	22357.99619
28000.0	7.75	24410.95051	23261.73942	22449.92973
28000.0	8.00	24424.83520	23329.73610	22547.64632
28000.0	8.25	24435.26830	23397.97584	22641.85868
28000.0	8.50	24440.98734	23494.12481	22772.00195
28000.0	8.75	24445.11096	23585.94009	22892.64081
28000.0	9.00	24444.93410	23700.17003	23032.45844
28000.0	9.25	24447.80052	23765.65121	23151.54299
28000.0	9.50	24449.60316	23857.25982	23289.08591
29000.0	6.50	25343.28452	23910.89024	23025.52341
29000.0	6.75	25356.45549	23908.81820	23067.06930
29000.0	7.00	25375.85729	23967.33616	23136.97567
29000.0	7.25	25395.70569	24100.43302	23250.53560
29000.0	7.50	25417.45332	24174.13303	23336.16576
29000.0	7.75	25437.12527	24260.55380	23426.98895
29000.0	8.00	25454.89775	24331.60237	23529.64228
29000.0	8.25	25468.77045	24449.58866	23668.62445
29000.0	8.50	25478.78369	24483.88267	23743.94228
29000.0	8.75	25487.31300	24591.97578	23874.46304
29000.0	9.00	25490.38512	24718.26208	24030.77268
29000.0	9.25	25496.77223	24783.74636	24153.86091
29000.0	9.50	25501.75429	24876.24861	24292.47132
30000.0	6.50	26422.79737	24944.63034	24056.11797
30000.0	6.75	26431.61191	25003.75736	24134.22346
30000.0	7.00	26447.06606	25068.04146	24194.73226
30000.0	7.25	26464.96107	25079.61529	24247.87677
30000.0	7.50	26485.30261	25191.75098	24349.73039
30000.0	7.75	26504.48267	25296.46989	24455.82026
30000.0	8.00	26520.95764	25378.24332	24559.82116
30000.0	8.25	26534.98840	25464.20145	24670.03439
30000.0	8.50	26544.90299	25584.06662	24816.75101
30000.0	8.75	26553.17449	25635.86100	24905.30854
30000.0	9.00	26555.73373	25732.01124	25045.95813
30000.0	9.25	26560.01857	25813.67593	25165.56800
30000.0	9.50	26563.93550	25880.82020	25288.44372
32000.0	6.50	28601.18760	27148.41542	26228.47675
32000.0	6.75	28593.69710	27131.77264	26233.89877
32000.0	7.00	28593.67514	27187.66784	26308.54082
32000.0	7.25	28597.98418	27233.34967	26356.91922
32000.0	7.50	28604.80449	27245.31635	26412.64395
32000.0	7.75	28611.48526	27387.66545	26535.69589
32000.0	8.00	28617.74910	27455.92049	26625.72705
32000.0	8.25	28620.12265	27495.69410	26693.72720
32000.0	8.50	28619.18599	27584.01424	26807.56181
32000.0	8.75	28616.44679	27658.05830	26911.98806
32000.0	9.00	28609.05705	27722.94605	27020.27343
32000.0	9.25	28600.50088	27820.99421	27159.59319
32000.0	9.50	28592.67307	27885.47937	27270.83144
34000.0	6.50	30615.75440	29145.70004	28216.25412
34000.0	6.75	30589.59889	29120.72312	28218.26978
34000.0	7.00	30569.22911	29169.89192	28259.90209
34000.0	7.25	30554.08499	29131.09760	28278.26318
34000.0	7.50	30542.04678	29234.60263	28366.30536
34000.0	7.75	30529.98734	29260.93478	28407.15774
34000.0	8.00	30518.37447	29343.98836	28505.94749
34000.0	8.25	30502.65616	29395.55926	28580.86891
34000.0	8.50	30486.39844	29447.89057	28659.52840
34000.0	8.75	30466.94412	29483.71862	28726.38353
34000.0	9.00	30445.07656	29537.66747	28816.60381
34000.0	9.25	30419.58530	29599.40489	28922.32790
34000.0	9.50	30396.91696	29629.67708	28999.77745
35000.0	6.50	31530.94510	30063.10796	29132.08169
35000.0	6.75	31494.80612	30024.99233	29120.58729
35000.0	7.00	31465.04452	30085.33868	29180.33417
35000.0	7.25	31441.03479	30071.80865	29203.55903
35000.0	7.50	31419.21080	30039.67826	29201.14761
35000.0	7.75	31399.11209	30130.34918	29298.18027
35000.0	8.00	31379.20705	30162.53901	29323.95449
35000.0	8.25	31355.36168	30241.01343	29420.79498
35000.0	8.50	31331.62401	30284.15899	29492.32911
35000.0	8.75	31304.47597	30328.01153	29567.68639
35000.0	9.00	31276.15599	30354.65233	29628.69274
35000.0	9.25	31242.95596	30385.51254	29705.80968
35000.0	9.50	31213.97653	30449.44440	29811.25558
36000.0	6.50	32416.35597	30943.14006	30004.94085
36000.0	6.75	32370.58736	30927.34747	30004.31179
36000.0	7.00	32333.43724	30946.80768	30033.84198
36000.0	7.25	32298.62508	30935.35415	30031.22945
36000.0	7.50	32268.74114	30878.27351	30035.69539
36000.0	7.75	32239.75486	30974.24011	30102.86246
36000.0	8.00	32211.72841	30984.72217	30140.73108
36000.0	8.25	32179.86216	31017.02818	30195.80339
36000.0	8.50	32148.31233	31051.35073	30258.17199
36000.0	8.75	32113.83345	31086.46642	30323.94599
36000.0	9.00	32077.39044	31140.71298	30405.75736
36000.0	9.25	32038.64718	31174.94975	30484.75832
36000.0	9.50	32002.67959	31197.35622	30554.17919
38000.0	6.50	34037.42786	32574.35115	31629.55044
38000.0	6.75	33975.79521	32519.78426	31585.04510
38000.0	7.00	33921.92538	32523.96123	31603.32390
38000.0	7.25	33872.90346	32515.20555	31606.77871
38000.0	7.50	33826.49890	32414.96078	31566.67308
38000.0	7.75	33781.84329	32421.44445	31592.07817
38000.0	8.00	33739.81649	32434.07812	31624.17174
38000.0	8.25	33693.60803	32508.99301	31678.47587
38000.0	8.50	33649.23510	32568.85404	31760.73661
38000.0	8.75	33601.92067	32548.34463	31774.05546
38000.0	9.00	33552.24894	32609.28978	31865.88216
38000.0	9.25	33503.71223	32671.41746	31948.09353
38000.0	9.50	33456.14011	32615.29868	31958.94347
40000.0	6.50	35499.06424	34005.12972	33063.25638
40000.0	6.75	35423.78070	33957.27634	33019.96260
40000.0	7.00	35355.00265	33923.93874	32994.16867
40000.0	7.25	35292.06007	33860.10821	32966.96306
40000.0	7.50	35232.28499	33883.98791	32978.25592
40000.0	7.75	35174.13448	33862.77089	33013.10290
40000.0	8.00	35120.06919	33875.61328	33007.39632
40000.0	8.25	35061.85899	33795.83096	33003.97338
40000.0	8.50	35007.66832	33864.04933	33053.52861
40000.0	8.75	34949.74862	33915.64583	33126.34874
40000.0	9.00	34889.32212	33922.39443	33169.73767
40000.0	9.25	34832.88418	33976.20488	33240.03630
40000.0	9.50	34776.55902	33981.40991	33290.15033
45000.0	6.50	38767.56495	37147.42435	36250.32157
45000.0	6.75	38654.51826	37131.21412	36186.78351
45000.0	7.00	38547.84454	37084.02139	36141.23928
45000.0	7.25	38450.87703	37026.02686	36092.94679
45000.0	7.50	38362.11093	36931.16637	36040.57928
45000.0	7.75	38276.89432	36921.80024	36058.97924
45000.0	8.00	38193.11761	36890.61522	36046.23081
45000.0	8.25	38112.94510	36882.85355	36019.98789
45000.0	8.50	38032.31779	36769.26915	35986.58417
45000.0	8.75	37955.95518	36870.03242	36058.37061
45000.0	9.00	37876.42252	36806.28469	36034.23344
45000.0	9.25	37800.70814	36789.69243	36057.61447
45000.0	9.50	37728.71538	36810.34713	36107.53996
50000.0	6.50	41673.58183	40099.11404	39174.61287
50000.0	6.75	41519.97104	39988.41675	39021.74513
50000.0	7.00	41375.66221	39851.63499	38902.34961
50000.0	7.25	41245.50908	39785.57533	38839.90556
50000.0	7.50	41125.61557	39703.44177	38768.06983
50000.0	7.75	41011.98681	39666.76108	38749.85599
50000.0	8.00	40903.98379	39478.03667	38642.77371
50000.0	8.25	40801.70726	39429.07439	38613.48165
50000.0	8.50	40705.20293	39490.59469	38627.49836
50000.0	8.75	40610.70927	39351.17006	38582.70522
50000.0	9.00	40516.39216	39419.11980	38619.98406
50000.0	9.25	40425.63672	39386.07963	38624.04539
50000.0	9.50	40342.86726	39354.17960	38630.77288
60000.0	6.50	46976.77815	45420.64208	44439.84631
60000.0	6.75	46723.88604	45127.19091	44158.08124
60000.0	7.00	46491.86868	44954.48460	43980.02284
60000.0	7.25	46283.08864	44777.02239	43815.38505
