Teff	log(g)	T_BB_tess
30000.0	9.00	24744.55139
30000.0	9.25	24851.32967
30000.0	9.50	24960.20358
32000.0	6.50	26052.12652
32000.0	6.75	26078.39259
32000.0	7.00	26126.19562
32000.0	7.25	26181.77905
32000.0	7.50	26244.37897
32000.0	7.75	26314.31228
32000.0	8.00	26398.02653
32000.0	8.25	26476.15317
32000.0	8.50	26561.23060
32000.0	8.75	26647.52971
32000.0	9.00	26736.34415
32000.0	9.25	26828.93215
32000.0	9.50	26922.36172
34000.0	6.50	28058.89547
34000.0	6.75	28061.17570
34000.0	7.00	28084.62792
34000.0	7.25	28112.52877
34000.0	7.50	28162.57044
34000.0	7.75	28206.50471
34000.0	8.00	28260.39847
34000.0	8.25	28321.99337
34000.0	8.50	28390.55537
34000.0	8.75	28458.28764
34000.0	9.00	28527.01488
34000.0	9.25	28601.35899
34000.0	9.50	28669.42745
35000.0	6.50	28966.73388
35000.0	6.75	28956.67794
35000.0	7.00	28981.59177
35000.0	7.25	29000.14262
35000.0	7.50	29027.05083
35000.0	7.75	29069.74605
35000.0	8.00	29118.51983
35000.0	8.25	29162.00400
35000.0	8.50	29218.98331
35000.0	8.75	29278.64499
35000.0	9.00	29340.19461
35000.0	9.25	29400.68199
35000.0	9.50	29463.99309
36000.0	6.50	29834.90123
36000.0	6.75	29830.33302
36000.0	7.00	29834.90506
36000.0	7.25	29840.34618
36000.0	7.50	29860.62687
36000.0	7.75	29891.34551
36000.0	8.00	29925.67814
36000.0	8.25	29972.28702
36000.0	8.50	30018.40358
36000.0	8.75	30065.64185
36000.0	9.00	30117.79956
36000.0	9.25	30173.77785
36000.0	9.50	30225.93532
38000.0	6.50	31428.47999
38000.0	6.75	31401.30904
38000.0	7.00	31385.34021
38000.0	7.25	31381.24746
38000.0	7.50	31386.89791
38000.0	7.75	31400.61207
38000.0	8.00	31425.44205
38000.0	8.25	31448.27191
38000.0	8.50	31481.13783
38000.0	8.75	31517.58014
38000.0	9.00	31555.28202
38000.0	9.25	31592.19443
38000.0	9.50	31631.76566
40000.0	6.50	32874.50495
40000.0	6.75	32828.93514
40000.0	7.00	32802.80819
40000.0	7.25	32779.78132
40000.0	7.50	32761.22009
40000.0	7.75	32765.32865
40000.0	8.00	32774.88569
40000.0	8.25	32788.16561
40000.0	8.50	32809.65927
40000.0	8.75	32832.52351
40000.0	9.00	32858.21251
40000.0	9.25	32882.02260
40000.0	9.50	32910.53811
45000.0	6.50	36088.37461
45000.0	6.75	36003.78057
45000.0	7.00	35939.03057
45000.0	7.25	35885.41978
45000.0	7.50	35833.31485
45000.0	7.75	35807.56049
45000.0	8.00	35787.10269
45000.0	8.25	35771.99976
45000.0	8.50	35762.34273
45000.0	8.75	35762.24221
45000.0	9.00	35762.37168
45000.0	9.25	35765.50102
45000.0	9.50	35769.13429
50000.0	6.50	38956.97995
50000.0	6.75	38825.56571
50000.0	7.00	38715.42838
50000.0	7.25	38627.12056
50000.0	7.50	38550.01133
50000.0	7.75	38485.82332
50000.0	8.00	38442.63227
50000.0	8.25	38401.67437
50000.0	8.50	38374.47618
50000.0	8.75	38348.39669
50000.0	9.00	38333.44837
50000.0	9.25	38317.90130
50000.0	9.50	38306.85923
60000.0	6.50	44189.21900
60000.0	6.75	43956.92249
60000.0	7.00	43785.00454
60000.0	7.25	43584.39282
60000.0	7.50	43453.73447
60000.0	7.75	43318.19966
60000.0	8.00	43208.24800
60000.0	8.25	43133.93147
60000.0	8.50	43044.53818
60000.0	8.75	42980.79124
60000.0	9.00	42927.15721
60000.0	9.25	42877.54855
60000.0	9.50	42835.81578
70000.0	6.50	49405.48912
70000.0	6.75	49096.02770
70000.0	7.00	48819.08812
70000.0	7.25	48452.18989
70000.0	7.50	48122.05796
70000.0	7.75	48179.43692
70000.0	8.00	48005.28325
70000.0	8.25	47874.80989
70000.0	8.50	47741.79138
70000.0	8.75	47633.77847
70000.0	9.00	47542.82876
70000.0	9.25	47461.74614
70000.0	9.50	47393.46794
80000.0	6.50	54117.04895
80000.0	6.75	53672.49167
80000.0	7.00	53277.19811
80000.0	7.25	52779.40109
80000.0	7.50	52386.76956
80000.0	7.75	52384.23328
80000.0	8.00	52141.19725
80000.0	8.25	51941.66090
80000.0	8.50	51763.90953
80000.0	8.75	51615.13516
80000.0	9.00	51482.83910
80000.0	9.25	51368.49515
80000.0	9.50	51269.32767
