Teff	log(g)	T_BB_U	T_BB_B	T_BB_V	T_BB_R	T_BB_I
16750.0	6.50	14001.40346	15499.30397	15351.64226	14515.29780	14003.45938
16750.0	6.75	14026.36193	15454.35335	15399.71337	14554.12186	14048.09954
16750.0	7.00	14059.37597	15405.62160	15450.46974	14595.73204	14096.83994
16750.0	7.25	14098.92102	15353.13311	15503.53604	14640.04444	14147.83797
16750.0	7.50	14145.40022	15297.51141	15560.54839	14687.19107	14206.66325
16750.0	7.75	14199.37904	15240.23179	15619.94937	14736.04952	14269.61025
16750.0	8.00	14259.34901	15181.58223	15682.27159	14787.41108	14334.15541
16750.0	8.25	14326.33966	15122.09940	15744.98719	14840.15241	14404.98057
16750.0	8.50	14401.08832	15063.82482	15807.99341	14895.06524	14481.93972
16750.0	8.75	14485.84512	15007.27679	15865.41112	14947.85980	14566.18370
16750.0	9.00	14585.29230	14956.73821	15914.66274	15002.75963	14656.02963
16750.0	9.25	14713.50293	14930.25205	15956.01169	15067.26307	14774.03074
16750.0	9.50	14872.72770	14939.59474	15996.26763	15146.09004	14921.23136
17000.0	6.50	14178.12979	15668.06831	15514.88214	14672.68519	14156.77840
17000.0	6.75	14203.83144	15623.66917	15563.23639	14711.71198	14201.78053
17000.0	7.00	14237.05955	15575.36859	15613.35391	14753.34346	14248.76246
17000.0	7.25	14276.81298	15523.55864	15668.65096	14798.36311	14303.19067
17000.0	7.50	14323.48578	15468.86083	15725.26705	14845.81143	14362.28744
17000.0	7.75	14378.00905	15412.00800	15785.60569	14895.45964	14423.64363
17000.0	8.00	14438.13032	15354.31519	15848.83715	14947.28128	14490.63671
17000.0	8.25	14505.01048	15296.26119	15913.15492	15001.21386	14560.80728
17000.0	8.50	14580.41629	15239.09547	15977.43367	15056.94105	14637.86303
17000.0	8.75	14665.39016	15184.18122	16038.72065	15112.36653	14721.05641
17000.0	9.00	14760.77918	15132.67049	16092.68767	15167.57931	14810.47065
17000.0	9.25	14884.12569	15104.03716	16141.84725	15233.28179	14924.65545
17000.0	9.50	15029.28121	15098.05219	16175.68537	15301.51089	15059.85665
17250.0	6.50	14355.74686	15838.10086	15679.43422	14831.28119	14309.22459
17250.0	6.75	14381.96833	15794.06061	15727.23265	14870.31152	14354.47259
17250.0	7.00	14415.63700	15746.23650	15779.42084	14912.43917	14405.00604
17250.0	7.25	14455.71803	15694.82741	15833.31468	14957.51920	14456.21577
17250.0	7.50	14502.85136	15640.63510	15891.29327	15005.60734	14517.48511
17250.0	7.75	14557.62144	15584.43443	15952.06834	15055.55443	14578.89269
17250.0	8.00	14617.84214	15527.72842	16016.11282	15108.10017	14644.41173
17250.0	8.25	14685.07039	15470.58695	16081.51296	15162.83254	14718.11440
17250.0	8.50	14760.40475	15414.37033	16147.10307	15219.41294	14794.08090
17250.0	8.75	14844.06813	15359.91226	16210.49388	15275.03673	14879.00626
17250.0	9.00	14935.61784	15306.99299	16267.01747	15329.86223	14963.17756
17250.0	9.25	15050.55274	15272.14174	16317.15054	15391.59387	15072.29781
17250.0	9.50	15191.39852	15257.87345	16343.03409	15457.83973	15208.03087
17500.0	6.50	14533.71350	16008.24373	15844.04697	14989.85546	14465.99646
17500.0	6.75	14560.52596	15964.55724	15893.17735	15029.49014	14511.13312
17500.0	7.00	14594.54475	15916.98768	15944.70029	15071.57691	14559.82664
17500.0	7.25	14635.32388	15866.27214	15999.99690	15117.34969	14613.11270
17500.0	7.50	14682.17808	15812.61733	16057.63672	15165.62423	14670.80574
17500.0	7.75	14737.25067	15757.06760	16118.92346	15216.05276	14734.61334
17500.0	8.00	14798.16575	15701.12102	16183.58795	15269.11677	14800.31543
17500.0	8.25	14865.72765	15644.88062	16249.84673	15324.49745	14874.48427
17500.0	8.50	14941.48965	15589.76484	16317.15772	15382.54183	14951.62814
17500.0	8.75	15025.32823	15535.72826	16382.33886	15438.87624	15033.43271
17500.0	9.00	15114.21346	15482.30197	16441.36034	15493.27230	15117.91488
17500.0	9.25	15223.07287	15443.42879	16493.39112	15552.82262	15220.25405
17500.0	9.50	15360.34870	15422.14975	16513.58558	15618.11348	15357.31653
17750.0	6.50	14712.09360	16178.55983	16008.98661	15148.53905	14619.98227
17750.0	6.75	14739.47342	16135.22381	16057.51696	15188.56549	14664.40371
17750.0	7.00	14774.12738	16088.11262	16110.47853	15231.22535	14715.23439
17750.0	7.25	14814.70152	16037.69517	16166.02581	15277.17872	14768.57414
17750.0	7.50	14862.56125	15984.81629	16224.26621	15325.96396	14826.62431
17750.0	7.75	14917.79045	15929.76293	16285.90562	15376.93681	14891.59472
17750.0	8.00	14979.02550	15874.61689	16351.26723	15430.30080	14956.40997
17750.0	8.25	15047.20636	15819.17710	16418.58941	15486.58473	15031.46699
17750.0	8.50	15124.19972	15765.06426	16486.70267	15544.93161	15110.29296
17750.0	8.75	15207.28640	15712.06449	16554.21164	15602.92761	15191.02929
17750.0	9.00	15294.69435	15658.95152	16615.75543	15657.82370	15274.58595
17750.0	9.25	15398.72173	15617.18884	16670.27450	15715.96044	15375.20635
17750.0	9.50	15534.34557	15591.31944	16686.16098	15781.88290	15514.58347
18000.0	6.50	14891.05618	16349.22392	16174.29980	15307.73356	14775.28690
18000.0	6.75	14919.03042	16306.24484	16223.54056	15348.33184	14822.30975
18000.0	7.00	14953.90320	16259.58987	16276.72990	15391.28705	14871.09919
18000.0	7.25	14995.23823	16209.58085	16331.69543	15437.29954	14922.69579
18000.0	7.50	15043.49277	16157.16758	16391.96323	15486.54336	14983.22765
18000.0	7.75	15098.93252	16102.72720	16453.37014	15537.98011	15047.87400
18000.0	8.00	15160.57773	16048.26199	16519.54431	15592.03199	15113.11792
18000.0	8.25	15229.16607	15993.64121	16587.59332	15648.87450	15186.97946
18000.0	8.50	15306.75915	15940.59029	16656.81295	15708.13195	15267.46354
18000.0	8.75	15390.23441	15888.67112	16726.05819	15767.07141	15351.67561
18000.0	9.00	15477.33122	15836.53538	16790.18369	15822.97961	15435.14450
18000.0	9.25	15577.95339	15793.05685	16847.55773	15881.18198	15529.66682
18000.0	9.50	15713.09145	15764.02633	16859.94730	15948.36641	15678.13596
18250.0	6.50	15070.53193	16520.23946	16340.39437	15467.50114	14926.01319
18250.0	6.75	15099.06880	16477.54306	16389.67699	15508.50162	14976.09944
18250.0	7.00	15134.52585	16431.33235	16443.38463	15551.70958	15027.23056
18250.0	7.25	15176.46930	16381.78446	16499.78682	15598.39463	15081.03580
18250.0	7.50	15224.76566	16329.72169	16558.45903	15647.36166	15137.94570
18250.0	7.75	15280.77712	16275.93268	16621.38772	15699.59621	15204.92270
18250.0	8.00	15342.66552	16222.09750	16688.13435	15754.10015	15270.17548
18250.0	8.25	15412.49687	16168.15947	16757.02202	15811.64556	15345.99910
18250.0	8.50	15490.12541	16116.40421	16827.45179	15871.89285	15425.69856
18250.0	8.75	15574.33691	16065.85619	16898.23594	15932.20172	15508.17396
18250.0	9.00	15661.72808	16014.79571	16964.62314	15989.56338	15592.56288
18250.0	9.25	15759.35158	15970.82378	17025.14440	16047.56661	15689.28167
18250.0	9.50	15895.57832	15940.20369	17035.22296	16117.64892	15841.04332
18500.0	6.50	15250.44390	16691.50763	16505.81948	15627.46286	15085.20492
18500.0	6.75	15279.58578	16649.06349	16556.17915	15668.70891	15134.44613
18500.0	7.00	15315.62955	16603.37841	16609.48783	15712.39859	15181.99721
18500.0	7.25	15358.18018	16554.25742	16666.37195	15759.50017	15235.96384
18500.0	7.50	15406.99929	16502.70724	16726.54092	15809.09419	15295.16644
18500.0	7.75	15464.13400	16449.41193	16789.97767	15861.72689	15362.31880
18500.0	8.00	15526.14062	16396.07744	16857.15309	15916.63165	15427.68568
18500.0	8.25	15595.92624	16343.27017	16927.00923	15974.97794	15504.15965
18500.0	8.50	15674.19417	16292.64326	16998.31700	16035.95781	15584.36762
18500.0	8.75	15759.21605	16243.26098	17070.66411	16097.47200	15667.71018
18500.0	9.00	15846.56863	16193.69722	17139.28472	16156.60230	15753.30237
18500.0	9.25	15944.40618	16149.98049	17202.69347	16215.42200	15847.30789
18500.0	9.50	16083.79789	16119.66531	17211.25726	16289.55555	16011.59521
18750.0	6.50	15431.05494	16863.31210	16672.61550	15787.68582	15244.27301
18750.0	6.75	15460.83527	16821.20589	16723.69663	15829.80031	15285.40585
18750.0	7.00	15497.44083	16775.79435	16778.11200	15874.00673	15340.95205
18750.0	7.25	15541.28850	16727.00730	16834.37734	15921.24539	15393.29623
18750.0	7.50	15590.58244	16675.88619	16894.99107	15971.20413	15452.79540
18750.0	7.75	15647.40081	16623.39064	16959.03533	16024.28243	15518.04122
18750.0	8.00	15709.82821	16570.69873	17027.00456	16079.89191	15586.01331
18750.0	8.25	15780.08736	16518.64315	17097.47383	16138.74268	15661.14510
18750.0	8.50	15858.88440	16468.94788	17169.55956	16200.44584	15741.73885
18750.0	8.75	15943.82455	16420.90737	17243.39672	16263.11353	15827.78702
18750.0	9.00	16033.91506	16373.25686	17314.34056	16324.22442	15915.01285
18750.0	9.25	16132.02224	16330.65200	17380.70624	16384.45212	16011.83741
18750.0	9.50	16276.02756	16301.92437	17387.71260	16463.69043	16183.96822
19000.0	6.50	15613.07788	17035.46348	16840.26260	15948.91622	15395.38036
19000.0	6.75	15643.47268	16993.60906	16890.87698	15990.98755	15447.66602
19000.0	7.00	15680.59397	16948.56007	16946.12248	16035.73296	15498.51415
19000.0	7.25	15724.33432	16900.33797	17003.94048	16083.68427	15553.18296
19000.0	7.50	15774.26019	16849.84559	17064.22439	16134.02952	15611.14046
19000.0	7.75	15831.47142	16797.93520	17128.78075	16187.52999	15676.70271
19000.0	8.00	15894.20043	16745.71629	17197.25830	16243.56225	15744.80031
19000.0	8.25	15964.91315	16694.44374	17268.46620	16303.04611	15822.07920
19000.0	8.50	16043.41791	16645.72537	17341.55746	16365.62311	15901.59519
19000.0	8.75	16130.39242	16599.01291	17416.75244	16429.39991	15988.50230
19000.0	9.00	16222.16062	16553.29144	17489.64190	16491.88186	16079.73864
19000.0	9.25	16321.66087	16512.34999	17559.17127	16554.65950	16175.58464
19000.0	9.50	16471.99500	16486.48090	17564.43571	16639.90937	16359.68006
19250.0	6.50	15794.89042	17208.10809	17007.55598	16110.46288	15555.11228
19250.0	6.75	15825.88369	17166.51623	17058.76605	16152.69505	15605.26377
19250.0	7.00	15863.67294	17121.90672	17113.68327	16197.87643	15654.70786
19250.0	7.25	15908.11850	17074.18094	17173.08305	16246.49803	15711.58266
19250.0	7.50	15958.51877	17024.08371	17233.87080	16297.31026	15769.86832
19250.0	7.75	16016.15897	16972.77291	17298.99569	16351.24728	15835.80754
19250.0	8.00	16079.27412	16921.34669	17368.09891	16407.73975	15906.23910
19250.0	8.25	16150.30278	16870.42117	17439.85255	16467.72665	15981.63037
19250.0	8.50	16229.82971	16822.83293	17514.05815	16531.32870	16061.99689
19250.0	8.75	16317.70871	16777.49719	17590.44453	16595.96215	16152.30844
19250.0	9.00	16411.56390	16733.84003	17665.49371	16660.94916	16240.42121
19250.0	9.25	16512.86179	16695.00327	17738.05394	16725.69337	16340.42714
19250.0	9.50	16671.54273	16673.12149	17741.54884	16818.25679	16540.79014
19500.0	6.50	15977.48647	17381.35263	17175.20488	16272.00119	15712.51144
19500.0	6.75	16009.25414	17340.20591	17227.44511	16315.13965	15763.55214
19500.0	7.00	16047.56507	17295.88927	17282.90317	16360.79034	15813.25849
19500.0	7.25	16092.69012	17248.56105	17341.78822	16409.65997	15868.56319
19500.0	7.50	16143.60265	17198.99109	17405.18065	16461.28341	15930.95701
19500.0	7.75	16201.69682	17148.36222	17469.74925	16515.59909	15998.05245
19500.0	8.00	16265.33687	17097.44314	17539.73105	16572.90152	16064.06457
19500.0	8.25	16336.89893	17047.24102	17612.11941	16633.30499	16142.10641
19500.0	8.50	16417.06383	17000.50618	17687.19512	16697.67803	16224.85711
19500.0	8.75	16506.01006	16956.48885	17764.76093	16763.33362	16311.76850
19500.0	9.00	16601.84078	16914.95211	17841.72788	16829.84250	16406.65439
19500.0	9.25	16705.39894	16878.46100	17917.19082	16897.47272	16504.07198
19500.0	9.50	16874.03691	16861.73539	17919.42739	16998.44489	16719.76461
19750.0	6.50	16160.92587	17555.34858	17344.05708	16434.29253	15875.23318
19750.0	6.75	16193.23279	17514.34432	17396.64954	16478.09889	15922.29874
19750.0	7.00	16232.16047	17470.46414	17453.67953	16524.42937	15974.35979
19750.0	7.25	16278.00825	17423.68707	17513.16401	16573.86515	16030.11481
19750.0	7.50	16329.49126	17374.58561	17576.15405	16625.81748	16091.00075
19750.0	7.75	16388.16357	17324.46773	17641.41201	16680.64831	16155.90435
19750.0	8.00	16452.24014	17274.14281	17711.90768	16738.30876	16227.15767
19750.0	8.25	16524.51789	17224.68631	17786.13144	16799.83517	16302.46807
19750.0	8.50	16605.25576	17178.80689	17860.86163	16864.60286	16384.72524
19750.0	8.75	16695.13609	17135.98130	17939.64576	16931.27815	16476.87324
19750.0	9.00	16793.27023	17096.76190	18018.70958	16999.83156	16571.29740
19750.0	9.25	16899.35953	17062.74979	18096.96354	17069.94134	16671.04400
19750.0	9.50	17078.88912	17051.77747	18097.55954	17179.59416	16902.98057
20000.0	6.50	16345.07494	17729.81313	17513.51367	16597.96305	16033.46450
20000.0	6.75	16377.95868	17689.09136	17566.36023	16641.89102	16082.82639
20000.0	7.00	16417.89389	17645.88272	17623.22809	16688.58918	16132.34338
20000.0	7.25	16464.43989	17599.50332	17684.28578	16738.64037	16190.60092
20000.0	7.50	16516.50157	17550.91630	17747.95046	16791.15932	16251.85086
20000.0	7.75	16575.46241	17501.33291	17814.43658	16846.18209	16317.82298
20000.0	8.00	16640.10681	17451.60557	17884.78148	16904.76137	16386.19082
20000.0	8.25	16713.28423	17403.01303	17959.90651	16966.92788	16464.54022
20000.0	8.50	16794.51952	17357.88614	18035.38521	17032.34266	16547.30628
20000.0	8.75	16885.25102	17316.28366	18115.17486	17099.88674	16640.24654
20000.0	9.00	16985.51464	17279.13860	18195.93965	17170.42728	16734.01714
20000.0	9.25	17094.54298	17247.62986	18277.39309	17243.10754	16838.86803
20000.0	9.50	17286.03953	17243.59984	18276.50357	17362.10070	17090.67841
21000.0	6.50	17093.65142	18443.18655	18205.79527	17264.80106	16680.76456
21000.0	6.75	17129.06676	18403.25084	18260.57612	17309.89875	16733.06872
21000.0	7.00	17172.88534	18361.22355	18320.07153	17358.71155	16786.05361
21000.0	7.25	17222.59018	18316.67110	18382.34154	17410.82710	16842.48941
21000.0	7.50	17277.77647	18270.08139	18449.87658	17465.68144	16907.92298
21000.0	7.75	17339.57118	18222.56987	18518.07086	17522.81144	16973.44116
21000.0	8.00	17407.23079	18175.28114	18591.83709	17583.74680	17044.59553
21000.0	8.25	17483.41315	18129.42957	18668.72495	17648.26684	17125.36314
21000.0	8.50	17567.42551	18086.79789	18748.60241	17715.68269	17211.25834
21000.0	8.75	17661.16423	18048.24151	18831.91953	17786.06319	17306.40978
21000.0	9.00	17765.04223	18014.80075	18917.02991	17859.68768	17402.81443
21000.0	9.25	17878.45806	17988.79138	19003.68734	17936.53414	17511.07858
21000.0	9.50	18065.20993	17987.58831	19021.58251	18053.51968	17745.60166
22000.0	6.50	17860.63135	19172.16071	18913.47706	17946.21188	17343.23679
22000.0	6.75	17898.60831	19132.77210	18969.69998	17993.04663	17393.99042
22000.0	7.00	17945.52069	19092.12841	19031.85741	18043.36579	17451.92753
22000.0	7.25	17998.63035	19049.61631	19097.17601	18097.95394	17512.56284
22000.0	7.50	18057.29026	19005.32014	19166.40797	18155.03675	17576.20071
22000.0	7.75	18122.46504	18960.37819	19240.41655	18215.38107	17648.73184
22000.0	8.00	18193.70209	18915.65050	19316.82254	18278.73458	17722.63849
22000.0	8.25	18273.23667	18872.77180	19396.19343	18345.74387	17802.89418
22000.0	8.50	18360.93891	18833.17786	19479.64724	18415.79413	17894.45692
22000.0	8.75	18458.17088	18797.91306	19566.42949	18488.98442	17986.53254
22000.0	9.00	18566.02324	18767.83015	19655.88322	18565.58202	18087.59482
22000.0	9.25	18683.87041	18746.60553	19747.51882	18646.64447	18197.57197
22000.0	9.50	18863.55545	18747.02277	19784.46554	18759.61420	18410.91255
23000.0	6.50	18648.75503	19920.72191	19639.90414	18644.76596	18020.25363
23000.0	6.75	18689.46592	19881.99751	19697.97233	18693.35853	18072.51648
23000.0	7.00	18739.66377	19842.79402	19762.31379	18746.02205	18135.30341
23000.0	7.25	18796.55283	19802.39201	19830.82301	18803.08299	18197.41951
23000.0	7.50	18859.15867	19760.55306	19903.84434	18863.44396	18267.35471
23000.0	7.75	18928.36986	19718.66601	19980.65302	18926.66894	18342.42449
23000.0	8.00	19004.03871	19677.14331	20061.26831	18993.05395	18416.61305
23000.0	8.25	19088.01751	19637.84462	20145.00762	19063.61177	18500.06269
23000.0	8.50	19179.85067	19601.62416	20232.17234	19136.36705	18589.28312
23000.0	8.75	19281.19349	19570.54283	20323.18810	19212.89315	18687.38388
23000.0	9.00	19393.61365	19544.28590	20416.90095	19292.74252	18794.16308
23000.0	9.25	19516.17658	19528.16367	20512.74618	19377.29573	18909.69913
23000.0	9.50	19686.69910	19529.35495	20571.45356	19485.42572	19100.15707
24000.0	6.50	19463.80474	20694.41305	20390.33384	19366.32960	18719.56435
24000.0	6.75	19507.39106	20656.41640	20449.52383	19415.78770	18778.17659
24000.0	7.00	19561.02571	20618.50226	20516.25540	19470.78823	18834.70216
24000.0	7.25	19620.91688	20580.70477	20588.48439	19531.19306	18905.50143
24000.0	7.50	19688.07627	20541.81464	20665.92116	19594.46494	18975.57249
24000.0	7.75	19761.87895	20503.38564	20747.08906	19661.93595	19053.91914
24000.0	8.00	19842.91315	20465.88771	20832.16790	19731.90373	19132.02774
24000.0	8.25	19932.21817	20430.82530	20920.94926	19806.44230	19222.36891
24000.0	8.50	20029.96181	20399.03904	21013.16389	19883.63866	19314.66436
24000.0	8.75	20137.36180	20372.20763	21109.69849	19964.26983	19420.64925
24000.0	9.00	20255.29924	20350.36513	21207.17116	20047.45959	19522.59034
24000.0	9.25	20383.54005	20340.02552	21307.92569	20136.21444	19650.20604
24000.0	9.50	20544.37993	20342.34846	21389.91739	20238.21217	19811.21417
25000.0	6.50	20313.07581	21499.95742	21169.46121	20115.66672	19446.56511
25000.0	6.75	20359.80794	21462.79202	21231.34944	20167.29660	19506.51520
25000.0	7.00	20416.27240	21426.18512	21301.27314	20224.29629	19569.29660
25000.0	7.25	20482.23845	21391.36657	21377.18558	20288.23631	19638.29922
25000.0	7.50	20554.50346	21355.79802	21459.07761	20355.60832	19713.94464
25000.0	7.75	20633.80888	21321.76461	21545.49242	20427.74862	19796.73026
25000.0	8.00	20721.01631	21288.83251	21635.51160	20502.38609	19881.50379
25000.0	8.25	20817.30694	21259.32339	21730.16610	20581.87990	19973.32723
25000.0	8.50	20921.67835	21233.01679	21827.54779	20663.53752	20072.42387
25000.0	8.75	21035.28034	21211.62266	21929.36770	20749.32413	20184.17337
25000.0	9.00	21160.14671	21195.25421	22032.76506	20837.32446	20296.41571
25000.0	9.25	21295.08808	21191.68464	22140.11284	20931.46093	20420.31321
25000.0	9.50	21442.73298	21195.09938	22248.36100	21026.83907	20552.42396
26000.0	6.50	21230.98252	22371.20152	22014.83306	20925.25058	20234.27527
26000.0	6.75	21277.41845	22331.91345	22074.50769	20975.41765	20285.97082
26000.0	7.00	21332.94346	22293.18270	22143.46990	21031.53209	20354.30348
26000.0	7.25	21397.49408	22255.92420	22218.34066	21093.98878	20422.17297
26000.0	7.50	21469.18363	22217.83280	22298.49216	21159.97719	20497.85111
26000.0	7.75	21546.98360	22181.18987	22383.08473	21229.56604	20577.38208
26000.0	8.00	21632.83655	22145.65280	22471.35115	21302.13000	20662.00019
26000.0	8.25	21727.78701	22113.29386	22562.73042	21378.63680	20747.98216
26000.0	8.50	21829.59100	22084.36852	22657.85955	21457.24439	20846.25358
26000.0	8.75	21942.65589	22061.10459	22757.63129	21540.31888	20955.38013
26000.0	9.00	22065.84100	22042.93773	22859.19630	21625.67793	21068.69538
26000.0	9.25	22198.82878	22037.38754	22964.61546	21717.36447	21186.42401
26000.0	9.50	22342.94691	22038.97608	23070.50442	21809.57867	21319.00463
27000.0	6.50	22187.14285	23271.92471	22888.14596	21765.84742	21050.51198
27000.0	6.75	22236.50026	23233.95366	22950.66502	21817.97356	21107.51760
27000.0	7.00	22296.36412	23197.68289	23021.89925	21876.71628	21179.09767
27000.0	7.25	22366.07681	23163.88955	23100.82263	21942.84460	21252.07418
27000.0	7.50	22444.56345	23130.83140	23186.57236	22013.51471	21330.37990
27000.0	7.75	22529.50478	23099.88815	23276.64865	22089.07272	21417.54110
27000.0	8.00	22623.43032	23070.62292	23371.11464	22167.36353	21509.15874
27000.0	8.25	22725.48656	23045.19203	23469.37830	22249.95987	21604.59582
27000.0	8.50	22836.37762	23024.01724	23570.55376	22334.88645	21705.14474
27000.0	8.75	22956.60724	23007.99798	23677.00955	22423.94547	21813.07021
27000.0	9.00	23087.75948	22997.68720	23783.82714	22515.36680	21939.23227
27000.0	9.25	23228.01319	22999.58426	23895.27615	22612.41669	22068.65240
27000.0	9.50	23378.73984	23009.88659	24006.13096	22710.15322	22198.67028
28000.0	6.50	23217.73242	24236.18096	23825.85151	22669.77053	21939.73234
28000.0	6.75	23268.98587	24198.78102	23888.86802	22722.99627	21997.29652
28000.0	7.00	23332.67709	24164.63490	23961.66959	22784.92351	22061.02364
28000.0	7.25	23407.06704	24134.44177	24044.67552	22854.32187	22144.48740
28000.0	7.50	23490.27088	24105.81894	24134.62550	22929.93998	22229.81148
28000.0	7.75	23582.14896	24080.67768	24229.94099	23010.50209	22321.68497
28000.0	8.00	23683.54159	24058.24462	24330.41579	23094.28580	22418.95495
28000.0	8.25	23793.52282	24040.33620	24434.52085	23183.54818	22528.09192
28000.0	8.50	23911.97538	24027.15450	24541.56126	23274.51839	22629.41594
28000.0	8.75	24040.15374	24018.97500	24652.84749	23370.03815	22750.83613
28000.0	9.00	24178.29859	24016.89364	24766.23801	23467.08604	22877.70588
28000.0	9.25	24324.87143	24026.25823	24881.48323	23569.54927	23008.32753
28000.0	9.50	24478.41225	24044.92831	24996.21996	23671.58211	23148.22690
29000.0	6.50	24330.58843	25269.40556	24831.38391	23648.45959	22899.10897
29000.0	6.75	24381.22294	25231.03079	24894.16576	23700.43314	22954.33384
29000.0	7.00	24446.56145	25197.73399	24968.65423	23764.29184	23025.03406
29000.0	7.25	24523.30905	25169.34625	25051.97298	23835.00427	23106.62980
29000.0	7.50	24609.92446	25143.89810	25144.03378	23912.98640	23194.46518
29000.0	7.75	24706.13734	25123.48699	25242.71309	23996.71545	23295.78021
29000.0	8.00	24812.41072	25106.36660	25346.56617	24084.55987	23398.18658
29000.0	8.25	24927.11919	25094.01019	25453.91039	24177.95097	23509.60166
29000.0	8.50	25050.05286	25087.40104	25564.50541	24272.47935	23623.83789
29000.0	8.75	25180.33323	25085.18570	25677.49417	24371.20682	23750.19343
29000.0	9.00	25321.44951	25089.10514	25793.35836	24471.39324	23874.83879
29000.0	9.25	25472.44670	25103.37787	25909.40099	24575.79405	24007.75268
29000.0	9.50	25626.07933	25127.51095	26024.27872	24678.81789	24149.22593
30000.0	6.50	25515.98074	26361.66465	25900.39933	24695.46650	23939.69030
30000.0	6.75	25562.21127	26319.78539	25957.02383	24741.59788	23987.82136
30000.0	7.00	25624.85675	26284.37422	26029.33332	24803.59807	24062.65001
30000.0	7.25	25699.35724	26254.93732	26110.86942	24872.35473	24135.07357
30000.0	7.50	25784.68194	26229.64538	26200.45031	24948.32220	24230.24374
30000.0	7.75	25877.53962	26210.23638	26297.35229	25031.40437	24325.49172
30000.0	8.00	25983.24604	26194.41030	26399.94608	25119.05624	24429.33544
30000.0	8.25	26097.06912	26184.15970	26505.85846	25211.42128	24539.14427
30000.0	8.50	26218.39927	26179.64804	26614.84763	25305.36428	24655.11936
30000.0	8.75	26349.20821	26178.89540	26725.04899	25402.73084	24780.26429
30000.0	9.00	26486.68394	26184.22746	26838.17801	25500.74230	24900.90115
30000.0	9.25	26630.94500	26198.37539	26949.58777	25601.55390	25039.62546
30000.0	9.50	26780.90299	26222.81970	27059.54826	25700.11523	25174.91062
32000.0	6.50	27905.99403	28569.44405	28066.81156	26836.41534	26076.53418
32000.0	6.75	27934.68158	28513.45847	28107.53954	26865.95917	26117.23277
32000.0	7.00	27980.16686	28465.64654	28161.25240	26910.37232	26163.70369
32000.0	7.25	28038.54252	28425.27897	28227.12857	26964.69339	26229.29672
32000.0	7.50	28108.76353	28390.00651	28304.08064	27028.44887	26301.38080
32000.0	7.75	28189.43355	28361.72546	28385.12580	27097.57358	26389.04503
32000.0	8.00	28280.02243	28338.10328	28472.90467	27171.61249	26479.15022
32000.0	8.25	28378.75408	28320.03502	28564.52470	27249.66002	26580.46708
32000.0	8.50	28484.72410	28307.36421	28659.61111	27330.02710	26679.91645
32000.0	8.75	28601.29885	28298.47674	28752.78088	27412.53089	26782.78106
32000.0	9.00	28721.30876	28295.49704	28849.56913	27495.94698	26900.32238
32000.0	9.25	28845.90478	28299.59963	28944.04586	27581.04584	27010.58508
32000.0	9.50	28975.22697	28312.68521	29036.16801	27662.36186	27129.30262
34000.0	6.50	30106.96691	30611.41264	30075.84245	28832.09560	28087.93832
34000.0	6.75	30113.90124	30537.98647	30096.62207	28840.97485	28103.04995
34000.0	7.00	30136.09843	30473.07670	30127.62802	28862.62980	28131.40725
34000.0	7.25	30170.72194	30415.91310	30173.06388	28897.06831	28170.08695
34000.0	7.50	30218.20471	30364.41427	30228.07239	28938.75191	28230.81300
34000.0	7.75	30279.73258	30320.65319	30286.64648	28986.32143	28293.49264
34000.0	8.00	30347.62344	30282.14990	30353.10103	29040.52004	28357.02736
34000.0	8.25	30423.93147	30249.32034	30424.24185	29098.29616	28431.57789
34000.0	8.50	30501.49146	30222.02459	30496.22646	29159.16651	28511.74748
34000.0	8.75	30591.51003	30198.86425	30573.34346	29221.31181	28601.40319
34000.0	9.00	30689.01829	30182.13831	30648.76287	29285.02549	28691.53758
34000.0	9.25	30790.04605	30171.04752	30720.34451	29348.99563	28782.17877
34000.0	9.50	30896.18988	30169.15283	30792.86880	29410.63163	28883.58228
35000.0	6.50	31104.03792	31538.77097	30990.76599	29740.67774	29010.12341
35000.0	6.75	31099.82386	31456.57554	30998.94248	29738.53732	29008.64853
35000.0	7.00	31110.99885	31382.96298	31019.51659	29749.72570	29024.74218
35000.0	7.25	31127.30606	31318.67754	31053.54313	29772.87075	29054.94773
35000.0	7.50	31163.96758	31259.36219	31099.06470	29805.91158	29096.89287
35000.0	7.75	31211.49359	31208.05413	31147.37259	29842.90917	29147.28025
35000.0	8.00	31268.63422	31162.42424	31204.37948	29886.68085	29215.67301
35000.0	8.25	31334.45716	31122.71842	31265.90788	29935.59367	29274.05665
35000.0	8.50	31408.67624	31087.88142	31327.81783	29987.38297	29344.32250
35000.0	8.75	31487.86502	31058.12233	31393.91203	30040.61221	29419.63783
35000.0	9.00	31575.38667	31035.18902	31461.74879	30095.00647	29504.18286
35000.0	9.25	31666.10573	31017.12037	31524.18619	30149.49221	29590.44196
35000.0	9.50	31761.99819	31008.61126	31587.88782	30202.39763	29670.94207
36000.0	6.50	32051.34952	32435.81756	31871.19380	30612.30549	29884.91599
36000.0	6.75	32037.32270	32345.60684	31868.07250	30600.02899	29872.66277
36000.0	7.00	32038.78276	32264.54393	31880.85128	30602.76904	29879.43969
36000.0	7.25	32051.99166	32190.88692	31907.45384	30616.54930	29909.18047
36000.0	7.50	32078.87359	32124.07461	31940.50733	30639.54331	29931.39845
36000.0	7.75	32116.39375	32064.45873	31979.48580	30667.38677	29977.51673
