Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
20000.0	9.50	18340.22583	18552.90534	18556.53933	18174.86397	18030.19554
25000.0	9.50	21401.38400	21313.46333	21240.23750	20687.42479	20729.42670
30000.0	9.50	26756.67885	26132.69262	26022.11710	25346.24640	25578.84733
35000.0	9.50	31751.93437	30713.28748	30610.61616	29854.44954	30336.52590
40000.0	9.50	35536.56837	34223.55436	34132.25719	33310.02747	33988.01190
45000.0	9.50	38666.36107	37140.65664	37061.43618	36183.60698	37027.03566
50000.0	9.50	41261.78140	39567.43149	39501.65722	38579.41394	39562.68823
55000.0	9.50	43698.36780	41851.83365	41802.13418	40839.86019	41957.21344
60000.0	9.50	45987.98833	44003.87719	43971.83859	42974.15160	44219.54407
65000.0	9.50	54468.96935	51381.66427	50886.58000	49387.86142	50553.55348
70000.0	9.50	56758.05093	53502.32246	52995.48519	51442.02401	52715.48730
75000.0	9.50	58970.58462	55554.52839	55038.42291	53433.10794	54812.10240
80000.0	9.50	61128.35939	57558.71584	57035.38358	55380.12624	56863.37318
85000.0	9.50	63238.08843	59520.66938	58991.45586	57288.63727	58874.81712
90000.0	9.50	65306.82235	61446.68899	60913.04388	59165.36900	60852.89767
100000.0	9.50	69347.23395	65216.90977	64682.80218	62848.56179	64740.57468
